Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),   geikielite,     hematite,     ilmenite,  pyrophanite,     corundum
364,918.50,2.000,-13.013,0.0013,4.5245,0.0000,46.1781,4.6014,11.9730,0.0000,31.3741,0.4155,5.4579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.013,-0.010,0.002,0.000,0.001,0.193991,0.107405,0.625565,0.008390,0.064649
365,918.00,2.000,-13.024,0.0070,4.5249,0.0000,46.1810,4.5941,11.9683,0.0000,31.3907,0.4162,5.4497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.073,-0.056,0.014,0.002,0.007,0.193715,0.107373,0.625954,0.008406,0.064553
366,917.50,2.000,-13.036,0.0127,4.5252,0.0000,46.1840,4.5869,11.9635,0.0000,31.4073,0.4169,5.4414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.132,-0.102,0.025,0.003,0.012,0.193441,0.107340,0.626341,0.008421,0.064456
367,917.00,2.000,-13.047,0.0183,4.5256,0.0000,46.1869,4.5796,11.9589,0.0000,31.4237,0.4177,5.4332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.191,-0.148,0.036,0.004,0.018,0.193167,0.107308,0.626727,0.008437,0.064360
368,916.50,2.000,-13.058,0.0240,4.5260,0.0000,46.1898,4.5724,11.9542,0.0000,31.4401,0.4184,5.4251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.249,-0.194,0.047,0.005,0.023,0.192894,0.107276,0.627112,0.008453,0.064264
369,916.00,2.000,-13.069,0.0296,4.5263,0.0000,46.1926,4.5651,11.9497,0.0000,31.4565,0.4192,5.4169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.307,-0.239,0.058,0.007,0.029,0.192622,0.107245,0.627495,0.008469,0.064169
370,915.50,2.000,-13.080,0.0352,4.5267,0.0000,46.1955,4.5579,11.9451,0.0000,31.4728,0.4199,5.4088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.365,-0.284,0.068,0.008,0.034,0.192351,0.107214,0.627877,0.008484,0.064073
371,915.00,2.000,-13.091,0.0407,4.5270,0.0000,46.1983,4.5507,11.9406,0.0000,31.4890,0.4207,5.4007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.423,-0.329,0.079,0.009,0.039,0.192081,0.107184,0.628258,0.008500,0.063977
372,914.50,2.000,-13.102,0.0462,4.5274,0.0000,46.2012,4.5434,11.9362,0.0000,31.5051,0.4214,5.3927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.480,-0.373,0.090,0.010,0.045,0.191812,0.107153,0.628637,0.008516,0.063881
373,914.00,2.000,-13.113,0.0517,4.5278,0.0000,46.2040,4.5362,11.9318,0.0000,31.5212,0.4221,5.3847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.537,-0.418,0.100,0.011,0.050,0.191544,0.107124,0.629015,0.008532,0.063786
374,913.50,2.000,-13.124,0.0571,4.5281,0.0000,46.2068,4.5290,11.9274,0.0000,31.5372,0.4229,5.3767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.593,-0.462,0.111,0.013,0.055,0.191277,0.107094,0.629391,0.008548,0.063690
375,913.00,2.000,-13.135,0.0626,4.5285,0.0000,46.2095,4.5218,11.9231,0.0000,31.5532,0.4236,5.3687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.649,-0.505,0.122,0.014,0.061,0.191010,0.107065,0.629766,0.008564,0.063595
376,912.50,2.000,-13.146,0.0680,4.5288,0.0000,46.2123,4.5146,11.9189,0.0000,31.5691,0.4244,5.3607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.705,-0.549,0.132,0.015,0.066,0.190745,0.107037,0.630140,0.008580,0.063499
377,912.00,2.000,-13.156,0.0733,4.5292,0.0000,46.2150,4.5074,11.9147,0.0000,31.5849,0.4251,5.3528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.761,-0.592,0.142,0.016,0.071,0.190480,0.107008,0.630512,0.008596,0.063404
378,911.50,2.000,-13.167,0.0787,4.5295,0.0000,46.2178,4.5003,11.9105,0.0000,31.6006,0.4259,5.3449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.816,-0.635,0.153,0.017,0.076,0.190216,0.106981,0.630883,0.008612,0.063308
379,911.00,2.000,-13.178,0.0840,4.5299,0.0000,46.2205,4.4931,11.9064,0.0000,31.6163,0.4266,5.3371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.871,-0.678,0.163,0.019,0.081,0.189953,0.106953,0.631253,0.008628,0.063213
380,910.50,2.000,-13.189,0.0893,4.5302,0.0000,46.2232,4.4859,11.9023,0.0000,31.6320,0.4274,5.3292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.925,-0.720,0.173,0.020,0.086,0.189691,0.106926,0.631621,0.008644,0.063118
381,910.00,2.000,-13.200,0.0945,4.5306,0.0000,46.2259,4.4788,11.8983,0.0000,31.6475,0.4282,5.3214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.980,-0.763,0.183,0.021,0.091,0.189430,0.106899,0.631988,0.008660,0.063023
382,909.50,2.000,-13.211,0.0998,4.5309,0.0000,46.2285,4.4716,11.8943,0.0000,31.6630,0.4289,5.3136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.034,-0.805,0.193,0.022,0.096,0.189170,0.106873,0.632354,0.008676,0.062927
383,909.00,2.000,-13.221,0.1049,4.5313,0.0000,46.2312,4.4644,11.8904,0.0000,31.6785,0.4297,5.3059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.087,-0.847,0.203,0.023,0.101,0.188911,0.106847,0.632718,0.008692,0.062832
384,908.50,2.000,-13.232,0.1101,4.5317,0.0000,46.2338,4.4573,11.8865,0.0000,31.6938,0.4304,5.2982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.140,-0.888,0.213,0.024,0.106,0.188652,0.106822,0.633081,0.008708,0.062737
385,908.00,2.000,-13.243,0.1153,4.5320,0.0000,46.2364,4.4502,11.8826,0.0000,31.7091,0.4312,5.2905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.193,-0.930,0.223,0.025,0.111,0.188395,0.106796,0.633443,0.008724,0.062642
386,907.50,2.000,-13.253,0.1204,4.5324,0.0000,46.2390,4.4430,11.8788,0.0000,31.7244,0.4319,5.2828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.246,-0.971,0.233,0.027,0.116,0.188138,0.106772,0.633803,0.008740,0.062547
387,907.00,2.000,-13.264,0.1255,4.5327,0.0000,46.2416,4.4359,11.8751,0.0000,31.7396,0.4327,5.2752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.298,-1.012,0.243,0.028,0.121,0.187883,0.106747,0.634162,0.008756,0.062453
388,906.50,2.000,-13.275,0.1305,4.5330,0.0000,46.2442,4.4288,11.8714,0.0000,31.7547,0.4334,5.2675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.350,-1.052,0.253,0.029,0.126,0.187628,0.106723,0.634519,0.008772,0.062358
389,906.00,2.000,-13.285,0.1356,4.5334,0.0000,46.2467,4.4217,11.8677,0.0000,31.7697,0.4342,5.2599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.402,-1.093,0.262,0.030,0.131,0.187374,0.106700,0.634875,0.008788,0.062263
390,905.50,2.000,-13.296,0.1406,4.5337,0.0000,46.2493,4.4146,11.8641,0.0000,31.7847,0.4350,5.2524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.454,-1.133,0.272,0.031,0.136,0.187121,0.106676,0.635230,0.008804,0.062168
391,905.00,2.000,-13.307,0.1456,4.5341,0.0000,46.2518,4.4075,11.8605,0.0000,31.7997,0.4357,5.2448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.505,-1.173,0.282,0.032,0.141,0.186868,0.106653,0.635584,0.008821,0.062074
392,904.50,2.000,-13.317,0.1505,4.5344,0.0000,46.2543,4.4004,11.8570,0.0000,31.8145,0.4365,5.2373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.556,-1.213,0.291,0.033,0.145,0.186617,0.106631,0.635936,0.008837,0.061979
393,904.00,2.000,-13.328,0.1555,4.5348,0.0000,46.2568,4.3933,11.8535,0.0000,31.8293,0.4373,5.2299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.606,-1.253,0.301,0.034,0.150,0.186366,0.106609,0.636287,0.008853,0.061885
394,903.50,2.000,-13.338,0.1604,4.5351,0.0000,46.2593,4.3862,11.8500,0.0000,31.8441,0.4380,5.2224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.657,-1.292,0.310,0.035,0.155,0.186117,0.106587,0.636636,0.008869,0.061790
395,903.00,2.000,-13.349,0.1653,4.5355,0.0000,46.2617,4.3791,11.8467,0.0000,31.8588,0.4388,5.2150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.707,-1.331,0.319,0.036,0.159,0.185868,0.106566,0.636985,0.008886,0.061696
396,902.50,2.000,-13.359,0.1701,4.5358,0.0000,46.2642,4.3720,11.8433,0.0000,31.8734,0.4396,5.2076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.757,-1.370,0.329,0.038,0.164,0.185620,0.106545,0.637332,0.008902,0.061602
397,902.00,2.000,-13.370,0.1750,4.5362,0.0000,46.2666,4.3650,11.8400,0.0000,31.8879,0.4403,5.2002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.806,-1.409,0.338,0.039,0.169,0.185373,0.106524,0.637677,0.008918,0.061507
398,901.50,2.000,-13.380,0.1798,4.5365,0.0000,46.2690,4.3579,11.8367,0.0000,31.9024,0.4411,5.1928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.855,-1.447,0.347,0.040,0.173,0.185127,0.106504,0.638022,0.008935,0.061413
399,901.00,2.000,-13.391,0.1846,4.5368,0.0000,46.2714,4.3509,11.8335,0.0000,31.9168,0.4419,5.1855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.904,-1.486,0.356,0.041,0.178,0.184882,0.106484,0.638364,0.008951,0.061319
400,900.50,2.000,-13.401,0.1893,4.5372,0.0000,46.2738,4.3438,11.8303,0.0000,31.9312,0.4426,5.1782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.953,-1.524,0.365,0.042,0.183,0.184637,0.106464,0.638706,0.008967,0.061225
401,900.00,2.000,-13.412,0.1941,4.5375,0.0000,46.2761,4.3368,11.8272,0.0000,31.9455,0.4434,5.1710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.001,-1.562,0.374,0.043,0.187,0.184394,0.106445,0.639047,0.008984,0.061131
402,899.50,2.000,-13.422,0.1988,4.5379,0.0000,46.2785,4.3297,11.8241,0.0000,31.9597,0.4442,5.1637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.049,-1.600,0.383,0.044,0.192,0.184151,0.106426,0.639386,0.009000,0.061037
403,899.00,2.000,-13.432,0.2035,4.5382,0.0000,46.2808,4.3227,11.8211,0.0000,31.9739,0.4450,5.1565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.097,-1.637,0.392,0.045,0.196,0.183909,0.106408,0.639723,0.009017,0.060943
404,898.50,2.000,-13.443,0.2081,4.5385,0.0000,46.2832,4.3157,11.8181,0.0000,31.9880,0.4457,5.1493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.145,-1.675,0.401,0.046,0.201,0.183668,0.106390,0.640060,0.009033,0.060849
405,898.00,2.000,-13.453,0.2128,4.5389,0.0000,46.2855,4.3087,11.8151,0.0000,32.0021,0.4465,5.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.192,-1.712,0.410,0.047,0.205,0.183428,0.106372,0.640395,0.009049,0.060755
406,897.50,2.000,-13.463,0.2174,4.5392,0.0000,46.2877,4.3016,11.8122,0.0000,32.0161,0.4473,5.1350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.239,-1.749,0.419,0.048,0.209,0.183189,0.106355,0.640729,0.009066,0.060661
407,897.00,2.000,-13.474,0.2220,4.5396,0.0000,46.2900,4.2946,11.8093,0.0000,32.0300,0.4481,5.1279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.286,-1.785,0.428,0.049,0.214,0.182951,0.106338,0.641061,0.009082,0.060567
408,896.50,2.000,-13.484,0.2266,4.5399,0.0000,46.2923,4.2876,11.8065,0.0000,32.0439,0.4488,5.1208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.332,-1.822,0.436,0.050,0.218,0.182713,0.106322,0.641393,0.009099,0.060474
409,896.00,2.000,-13.494,0.2311,4.5402,0.0000,46.2945,4.2806,11.8037,0.0000,32.0577,0.4496,5.1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.379,-1.858,0.445,0.051,0.223,0.182476,0.106305,0.641723,0.009116,0.060380
410,895.50,2.000,-13.504,0.2356,4.5406,0.0000,46.2968,4.2736,11.8010,0.0000,32.0715,0.4504,5.1067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.425,-1.895,0.454,0.052,0.227,0.182241,0.106290,0.642051,0.009132,0.060286
411,895.00,2.000,-13.515,0.2401,4.5409,0.0000,46.2990,4.2667,11.7983,0.0000,32.0852,0.4512,5.0997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.470,-1.931,0.462,0.053,0.231,0.182006,0.106274,0.642379,0.009149,0.060193
412,894.50,2.000,-13.525,0.2446,4.5412,0.0000,46.3012,4.2597,11.7957,0.0000,32.0988,0.4520,5.0927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.516,-1.966,0.471,0.054,0.236,0.181771,0.106259,0.642705,0.009165,0.060099
413,894.00,2.000,-13.535,0.2491,4.5416,0.0000,46.3034,4.2527,11.7930,0.0000,32.1124,0.4527,5.0858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.561,-2.002,0.479,0.055,0.240,0.181538,0.106244,0.643030,0.009182,0.060006
414,893.50,2.000,-13.545,0.2535,4.5419,0.0000,46.3055,4.2457,11.7905,0.0000,32.1259,0.4535,5.0788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.606,-2.037,0.487,0.056,0.244,0.181306,0.106230,0.643353,0.009199,0.059913
415,893.00,2.000,-13.555,0.2579,4.5422,0.0000,46.3077,4.2388,11.7880,0.0000,32.1393,0.4543,5.0719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.651,-2.073,0.496,0.057,0.248,0.181074,0.106216,0.643676,0.009215,0.059819
416,892.50,2.000,-13.565,0.2623,4.5426,0.0000,46.3098,4.2318,11.7855,0.0000,32.1527,0.4551,5.0650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.695,-2.108,0.504,0.058,0.252,0.180843,0.106202,0.643997,0.009232,0.059726
417,892.00,2.000,-13.575,0.2667,4.5429,0.0000,46.3119,4.2249,11.7830,0.0000,32.1661,0.4559,5.0582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.740,-2.143,0.512,0.059,0.257,0.180613,0.106189,0.644316,0.009249,0.059633
418,891.50,2.000,-13.586,0.2711,4.5432,0.0000,46.3140,4.2179,11.7806,0.0000,32.1793,0.4567,5.0514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.784,-2.177,0.521,0.060,0.261,0.180384,0.106176,0.644635,0.009265,0.059540
419,891.00,2.000,-13.596,0.2754,4.5436,0.0000,46.3161,4.2110,11.7783,0.0000,32.1926,0.4575,5.0446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.828,-2.212,0.529,0.061,0.265,0.180156,0.106164,0.644952,0.009282,0.059446
420,890.50,2.000,-13.606,0.2797,4.5439,0.0000,46.3182,4.2041,11.7760,0.0000,32.2057,0.4582,5.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.871,-2.246,0.537,0.062,0.269,0.179928,0.106151,0.645268,0.009299,0.059353
421,890.00,2.000,-13.616,0.2840,4.5442,0.0000,46.3203,4.1971,11.7737,0.0000,32.2188,0.4590,5.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.914,-2.280,0.545,0.062,0.273,0.179701,0.106139,0.645583,0.009316,0.059260
422,889.50,2.000,-13.626,0.2883,4.5446,0.0000,46.3223,4.1902,11.7715,0.0000,32.2319,0.4598,5.0243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.957,-2.314,0.553,0.063,0.277,0.179476,0.106128,0.645896,0.009333,0.059167
423,889.00,2.000,-13.636,0.2925,4.5449,0.0000,46.3244,4.1833,11.7693,0.0000,32.2448,0.4606,5.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.000,-2.348,0.561,0.064,0.281,0.179251,0.106117,0.646209,0.009349,0.059074
424,888.50,2.000,-13.646,0.2967,4.5452,0.0000,46.3264,4.1764,11.7671,0.0000,32.2578,0.4614,5.0109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.043,-2.382,0.569,0.065,0.285,0.179026,0.106106,0.646520,0.009366,0.058982
425,888.00,2.000,-13.655,0.3009,4.5456,0.0000,46.3284,4.1695,11.7650,0.0000,32.2706,0.4622,5.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.085,-2.415,0.577,0.066,0.289,0.178803,0.106096,0.646829,0.009383,0.058889
426,887.50,2.000,-13.665,0.3051,4.5459,0.0000,46.3304,4.1626,11.7630,0.0000,32.2834,0.4630,4.9976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.128,-2.449,0.585,0.067,0.293,0.178580,0.106086,0.647138,0.009400,0.058796
427,887.00,2.000,-13.675,0.3093,4.5462,0.0000,46.3324,4.1557,11.7610,0.0000,32.2962,0.4638,4.9910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.169,-2.482,0.593,0.068,0.297,0.178359,0.106076,0.647445,0.009417,0.058703
428,886.50,2.000,-13.685,0.3134,4.5465,0.0000,46.3343,4.1488,11.7590,0.0000,32.3088,0.4646,4.9844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.211,-2.515,0.600,0.069,0.301,0.178138,0.106066,0.647751,0.009434,0.058611
429,886.00,2.000,-13.695,0.3176,4.5469,0.0000,46.3363,4.1419,11.7570,0.0000,32.3215,0.4654,4.9779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.253,-2.548,0.608,0.070,0.305,0.177918,0.106057,0.648056,0.009451,0.058518
430,885.50,2.000,-13.705,0.3217,4.5472,0.0000,46.3382,4.1350,11.7552,0.0000,32.3340,0.4662,4.9714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.294,-2.580,0.616,0.071,0.309,0.177698,0.106049,0.648359,0.009468,0.058426
431,885.00,2.000,-13.715,0.3258,4.5475,0.0000,46.3401,4.1281,11.7533,0.0000,32.3466,0.4670,4.9649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.335,-2.613,0.624,0.072,0.313,0.177480,0.106040,0.648662,0.009485,0.058333
432,884.50,2.000,-13.725,0.3298,4.5478,0.0000,46.3420,4.1213,11.7515,0.0000,32.3590,0.4678,4.9584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.376,-2.645,0.631,0.073,0.317,0.177262,0.106032,0.648963,0.009502,0.058241
433,884.00,2.000,-13.734,0.3339,4.5482,0.0000,46.3439,4.1144,11.7497,0.0000,32.3714,0.4686,4.9519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.416,-2.677,0.639,0.073,0.321,0.177045,0.106025,0.649263,0.009519,0.058148
434,883.50,2.000,-13.744,0.3379,4.5485,0.0000,46.3458,4.1076,11.7480,0.0000,32.3838,0.4694,4.9455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.457,-2.709,0.646,0.074,0.324,0.176829,0.106017,0.649561,0.009536,0.058056
435,883.00,2.000,-13.754,0.3419,4.5488,0.0000,46.3477,4.1007,11.7463,0.0000,32.3960,0.4702,4.9391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.497,-2.741,0.654,0.075,0.328,0.176614,0.106010,0.649859,0.009553,0.057964
436,882.50,2.000,-13.764,0.3459,4.5491,0.0000,46.3495,4.0939,11.7446,0.0000,32.4083,0.4710,4.9327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.537,-2.773,0.661,0.076,0.332,0.176399,0.106004,0.650155,0.009570,0.057871
437,882.00,2.000,-13.773,0.3499,4.5494,0.0000,46.3514,4.0870,11.7430,0.0000,32.4205,0.4718,4.9263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.577,-2.804,0.669,0.077,0.336,0.176186,0.105997,0.650450,0.009588,0.057779
438,881.50,2.000,-13.783,0.3538,4.5498,0.0000,46.3532,4.0802,11.7414,0.0000,32.4326,0.4726,4.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.616,-2.836,0.676,0.078,0.340,0.175973,0.105992,0.650744,0.009605,0.057687
439,881.00,2.000,-13.793,0.3578,4.5501,0.0000,46.3550,4.0734,11.7399,0.0000,32.4446,0.4734,4.9137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.656,-2.867,0.683,0.079,0.343,0.175761,0.105986,0.651037,0.009622,0.057595
440,880.50,2.000,-13.802,0.3617,4.5504,0.0000,46.3568,4.0665,11.7384,0.0000,32.4566,0.4743,4.9074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.695,-2.898,0.691,0.079,0.347,0.175549,0.105981,0.651328,0.009639,0.057503
441,880.00,2.000,-13.812,0.3656,4.5507,0.0000,46.3586,4.0597,11.7369,0.0000,32.4686,0.4751,4.9011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.734,-2.929,0.698,0.080,0.351,0.175339,0.105976,0.651618,0.009656,0.057411
442,879.50,2.000,-13.822,0.3694,4.5510,0.0000,46.3603,4.0529,11.7355,0.0000,32.4805,0.4759,4.8949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.773,-2.960,0.705,0.081,0.354,0.175129,0.105971,0.651907,0.009674,0.057319
443,879.00,2.000,-13.831,0.3733,4.5514,0.0000,46.3621,4.0461,11.7342,0.0000,32.4923,0.4767,4.8887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.811,-2.990,0.712,0.082,0.358,0.174920,0.105967,0.652195,0.009691,0.057227
444,878.50,2.000,-13.841,0.3772,4.5517,0.0000,46.3638,4.0393,11.7328,0.0000,32.5041,0.4775,4.8825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.849,-3.021,0.719,0.083,0.362,0.174712,0.105963,0.652482,0.009708,0.057135
445,878.00,2.000,-13.850,0.3810,4.5520,0.0000,46.3656,4.0325,11.7315,0.0000,32.5158,0.4783,4.8763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.888,-3.051,0.727,0.084,0.365,0.174504,0.105959,0.652767,0.009726,0.057044
