Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
691,755.00,2.000,-15.411,37.3867,2.6273,58.4998,0.0000,26.2569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0121,6.8644,0.3668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-609.721,-529.999,77.539,14.230,45.105,0.595185,0.383889,0.020926
692,754.50,2.000,-15.415,37.4382,2.6273,58.5060,0.0000,26.2526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0071,6.8668,0.3676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-610.520,-530.748,77.625,14.250,45.173,0.595387,0.383644,0.020969
693,754.00,2.000,-15.419,37.4895,2.6272,58.5121,0.0000,26.2483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0021,6.8692,0.3683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-611.316,-531.495,77.711,14.270,45.240,0.595589,0.383400,0.021011
694,753.50,2.000,-15.423,37.5405,2.6272,58.5182,0.0000,26.2440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9971,6.8716,0.3691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-612.107,-532.238,77.796,14.289,45.307,0.595789,0.383157,0.021054
695,753.00,2.000,-15.427,37.5914,2.6272,58.5243,0.0000,26.2397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9922,6.8740,0.3698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-612.895,-532.978,77.880,14.308,45.374,0.595987,0.382916,0.021097
696,752.50,2.000,-15.431,37.6420,2.6272,58.5304,0.0000,26.2355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9873,6.8763,0.3706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-613.679,-533.715,77.964,14.328,45.441,0.596184,0.382677,0.021139
697,752.00,2.000,-15.436,37.6923,2.6272,58.5364,0.0000,26.2312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9824,6.8787,0.3713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-614.459,-534.449,78.048,14.347,45.508,0.596380,0.382439,0.021182
698,751.50,2.000,-15.440,37.7425,2.6272,58.5423,0.0000,26.2271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9775,6.8810,0.3721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-615.236,-535.180,78.130,14.366,45.575,0.596574,0.382202,0.021224
699,751.00,2.000,-15.444,37.7924,2.6272,58.5483,0.0000,26.2229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9727,6.8833,0.3728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-616.009,-535.907,78.213,14.385,45.641,0.596767,0.381966,0.021266
700,750.50,2.000,-15.448,37.8421,2.6272,58.5542,0.0000,26.2188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9679,6.8856,0.3736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-616.778,-536.632,78.294,14.404,45.708,0.596959,0.381733,0.021309
701,750.00,2.000,-15.452,37.8916,2.6272,58.5600,0.0000,26.2146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9632,6.8879,0.3743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-617.543,-537.353,78.376,14.423,45.774,0.597149,0.381500,0.021351
702,749.50,2.000,-15.456,37.9408,2.6272,58.5658,0.0000,26.2105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9584,6.8901,0.3751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-618.305,-538.071,78.456,14.442,45.840,0.597338,0.381269,0.021393
703,749.00,2.000,-15.460,37.9899,2.6272,58.5716,0.0000,26.2065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9537,6.8924,0.3758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-619.063,-538.787,78.536,14.460,45.906,0.597525,0.381039,0.021435
704,748.50,2.000,-15.464,38.0387,2.6272,58.5774,0.0000,26.2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9490,6.8946,0.3766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-619.817,-539.499,78.616,14.479,45.972,0.597712,0.380811,0.021478
705,748.00,2.000,-15.471,38.0853,2.6271,58.5860,0.0000,26.1965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9421,6.8980,0.3774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-620.535,-540.179,78.691,14.497,46.036,0.598002,0.380472,0.021526
706,747.50,2.000,-15.486,38.1268,2.6270,58.6017,0.0000,26.1856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9295,6.9047,0.3786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-621.167,-540.783,78.758,14.513,46.095,0.598555,0.379854,0.021591
707,747.00,2.000,-15.500,38.1680,2.6270,58.6174,0.0000,26.1748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9169,6.9112,0.3797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-621.796,-541.384,78.823,14.529,46.153,0.599105,0.379239,0.021656
708,746.50,2.000,-15.515,38.2090,2.6269,58.6330,0.0000,26.1640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9044,6.9177,0.3809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-622.421,-541.982,78.888,14.545,46.211,0.599651,0.378628,0.021721
709,746.00,2.000,-15.530,38.2498,2.6268,58.6484,0.0000,26.1533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8920,6.9242,0.3820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-623.043,-542.578,78.953,14.561,46.270,0.600194,0.378021,0.021785
710,745.50,2.000,-15.545,38.2904,2.6267,58.6638,0.0000,26.1427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8796,6.9307,0.3832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-623.661,-543.170,79.017,14.577,46.328,0.600733,0.377417,0.021850
711,745.00,2.000,-15.559,38.3308,2.6267,58.6791,0.0000,26.1322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8673,6.9371,0.3843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-624.276,-543.760,79.081,14.593,46.386,0.601269,0.376816,0.021915
712,744.50,2.000,-15.574,38.3710,2.6266,58.6944,0.0000,26.1217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8551,6.9434,0.3854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-624.887,-544.347,79.144,14.609,46.444,0.601802,0.376219,0.021979
713,744.00,2.000,-15.589,38.4110,2.6265,58.7095,0.0000,26.1112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8430,6.9498,0.3866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-625.495,-544.930,79.207,14.624,46.503,0.602331,0.375625,0.022044
714,743.50,2.000,-15.603,38.4508,2.6264,58.7245,0.0000,26.1008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8309,6.9561,0.3877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-626.100,-545.512,79.269,14.640,46.561,0.602857,0.375035,0.022108
715,743.00,2.000,-15.618,38.4904,2.6264,58.7395,0.0000,26.0905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8189,6.9623,0.3889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-626.702,-546.090,79.330,14.655,46.619,0.603379,0.374448,0.022173
716,742.50,2.000,-15.643,38.6039,2.6263,58.7577,0.0000,26.0774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8038,6.9685,0.3927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-628.500,-547.710,79.545,14.699,46.766,0.603896,0.373716,0.022388
717,742.00,2.000,-15.672,38.7361,2.6262,58.7765,0.0000,26.0636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7881,6.9745,0.3972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-630.602,-549.595,79.798,14.750,46.937,0.604402,0.372951,0.022647
718,741.50,2.000,-15.700,38.8663,2.6260,58.7952,0.0000,26.0501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7725,6.9804,0.4018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-632.672,-551.452,80.047,14.800,47.105,0.604897,0.372195,0.022908
719,741.00,2.000,-15.746,39.0218,2.6260,58.8075,0.0000,26.0408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7620,6.9837,0.4060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-635.154,-553.670,80.347,14.860,47.304,0.605166,0.371687,0.023147
720,740.50,2.000,-15.808,39.2007,2.6260,58.8136,0.0000,26.0358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7565,6.9842,0.4098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-638.018,-556.223,80.693,14.928,47.530,0.605214,0.371421,0.023365
721,740.00,2.000,-15.871,39.3749,2.6260,58.8197,0.0000,26.0309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7510,6.9848,0.4137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-640.804,-558.709,81.029,14.995,47.751,0.605260,0.371156,0.023584
722,739.50,2.000,-15.932,39.5446,2.6259,58.8258,0.0000,26.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7455,6.9853,0.4175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-643.517,-561.131,81.356,15.059,47.966,0.605305,0.370891,0.023804
723,739.00,2.000,-15.993,39.7100,2.6259,58.8318,0.0000,26.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7400,6.9858,0.4214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-646.160,-563.493,81.674,15.122,48.177,0.605348,0.370626,0.024025
724,738.50,2.000,-16.053,39.8713,2.6259,58.8379,0.0000,26.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7345,6.9863,0.4253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-648.735,-565.797,81.984,15.184,48.383,0.605391,0.370363,0.024247
725,738.00,2.000,-16.112,40.0287,2.6259,58.8439,0.0000,26.0111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7290,6.9868,0.4292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-651.247,-568.045,82.285,15.244,48.585,0.605431,0.370099,0.024469
726,737.50,2.000,-16.170,40.1823,2.6259,58.8499,0.0000,26.0062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7235,6.9873,0.4331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-653.697,-570.240,82.578,15.303,48.782,0.605471,0.369837,0.024693
727,737.00,2.000,-16.228,40.3324,2.6258,58.8559,0.0000,26.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7181,6.9877,0.4371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-656.088,-572.384,82.863,15.360,48.975,0.605508,0.369574,0.024917
728,736.50,2.000,-16.286,40.4790,2.6258,58.8619,0.0000,25.9963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7126,6.9882,0.4410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-658.423,-574.479,83.142,15.416,49.165,0.605545,0.369312,0.025143
729,736.00,2.000,-16.342,40.6223,2.6258,58.8678,0.0000,25.9914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7072,6.9886,0.4450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-660.704,-576.528,83.413,15.470,49.350,0.605580,0.369051,0.025369
730,735.50,2.000,-16.398,40.7624,2.6258,58.8738,0.0000,25.9865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7017,6.9890,0.4490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-662.933,-578.532,83.678,15.524,49.532,0.605613,0.368790,0.025597
731,735.00,2.000,-16.454,40.8996,2.6258,58.8797,0.0000,25.9816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6963,6.9894,0.4530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-665.113,-580.493,83.936,15.576,49.711,0.605645,0.368530,0.025825
732,734.50,2.000,-16.509,41.0338,2.6258,58.8856,0.0000,25.9767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6909,6.9897,0.4570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-667.244,-582.412,84.188,15.627,49.887,0.605675,0.368270,0.026054
733,734.00,2.000,-16.563,41.1652,2.6258,58.8915,0.0000,25.9718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6855,6.9901,0.4610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-669.330,-584.293,84.434,15.677,50.059,0.605704,0.368011,0.026285
734,733.50,2.000,-16.617,41.2939,2.6257,58.8974,0.0000,25.9670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6801,6.9904,0.4651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-671.373,-586.135,84.675,15.727,50.228,0.605731,0.367753,0.026516
735,733.00,2.000,-16.670,41.4201,2.6257,58.9033,0.0000,25.9621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6747,6.9907,0.4692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-673.372,-587.940,84.910,15.775,50.395,0.605757,0.367495,0.026748
736,732.50,2.000,-16.723,41.5437,2.6257,58.9091,0.0000,25.9573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6694,6.9910,0.4733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-675.331,-589.711,85.140,15.822,50.559,0.605781,0.367237,0.026982
737,732.00,2.000,-16.775,41.6650,2.6257,58.9149,0.0000,25.9524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6640,6.9913,0.4774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-677.251,-591.447,85.364,15.868,50.721,0.605803,0.366980,0.027216
738,731.50,2.000,-16.827,41.7840,2.6257,58.9207,0.0000,25.9476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6587,6.9915,0.4815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-679.134,-593.151,85.584,15.914,50.879,0.605824,0.366724,0.027452
739,731.00,2.000,-16.878,41.9008,2.6257,58.9265,0.0000,25.9427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6533,6.9917,0.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-680.980,-594.824,85.799,15.958,51.036,0.605843,0.366468,0.027689
740,730.50,2.000,-16.929,42.0154,2.6256,58.9323,0.0000,25.9379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6480,6.9919,0.4899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-682.791,-596.467,86.010,16.002,51.190,0.605860,0.366213,0.027926
741,730.00,2.000,-16.980,42.1280,2.6256,58.9380,0.0000,25.9331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6427,6.9921,0.4940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-684.568,-598.080,86.216,16.045,51.343,0.605876,0.365959,0.028165
742,729.50,2.000,-17.030,42.2386,2.6256,58.9437,0.0000,25.9283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6374,6.9923,0.4983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-686.313,-599.665,86.418,16.087,51.493,0.605889,0.365705,0.028405
743,729.00,2.000,-17.079,42.3473,2.6256,58.9494,0.0000,25.9235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6321,6.9924,0.5025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-688.026,-601.224,86.616,16.129,51.641,0.605901,0.365452,0.028646
744,728.50,2.000,-17.129,42.4542,2.6256,58.9551,0.0000,25.9188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6269,6.9926,0.5067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-689.710,-602.756,86.811,16.169,51.787,0.605911,0.365200,0.028889
745,728.00,2.000,-17.177,42.5593,2.6256,58.9607,0.0000,25.9140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6216,6.9927,0.5110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-691.364,-604.263,87.001,16.210,51.932,0.605920,0.364948,0.029132
746,727.50,2.000,-17.226,42.6626,2.6256,58.9664,0.0000,25.9092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6164,6.9927,0.5153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-692.990,-605.746,87.188,16.249,52.075,0.605926,0.364697,0.029376
747,727.00,2.000,-17.274,42.7643,2.6255,58.9720,0.0000,25.9045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6112,6.9928,0.5196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-694.589,-607.205,87.371,16.288,52.216,0.605931,0.364447,0.029622
748,726.50,2.000,-17.321,42.8645,2.6255,58.9776,0.0000,25.8998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6060,6.9928,0.5239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-696.162,-608.642,87.551,16.326,52.355,0.605933,0.364198,0.029869
749,726.00,2.000,-17.369,42.9630,2.6255,58.9831,0.0000,25.8950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6008,6.9928,0.5283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-697.709,-610.057,87.727,16.364,52.493,0.605934,0.363949,0.030117
750,725.50,2.000,-17.415,43.0601,2.6255,58.9887,0.0000,25.8903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5956,6.9928,0.5326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-699.232,-611.450,87.900,16.401,52.630,0.605932,0.363701,0.030366
751,725.00,2.000,-17.462,43.1558,2.6255,58.9942,0.0000,25.8856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5904,6.9928,0.5370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-700.731,-612.824,88.070,16.437,52.765,0.605929,0.363454,0.030617
752,724.50,2.000,-17.508,43.2500,2.6255,58.9996,0.0000,25.8809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5853,6.9927,0.5415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-702.208,-614.177,88.238,16.473,52.899,0.605924,0.363208,0.030868
753,724.00,2.000,-17.554,43.3429,2.6255,59.0051,0.0000,25.8763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5801,6.9926,0.5459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-703.662,-615.512,88.402,16.509,53.032,0.605916,0.362962,0.031121
754,723.50,2.000,-17.600,43.4345,2.6254,59.0105,0.0000,25.8716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5750,6.9925,0.5503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-705.095,-616.828,88.564,16.544,53.164,0.605907,0.362718,0.031375
755,723.00,2.000,-17.645,43.5249,2.6254,59.0159,0.0000,25.8669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5699,6.9924,0.5548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-706.507,-618.126,88.722,16.578,53.294,0.605895,0.362474,0.031631
756,722.50,2.000,-17.686,43.6282,2.6253,59.0403,0.0000,25.8494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5498,7.0008,0.5597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-708.127,-619.602,88.912,16.619,53.445,0.606601,0.361495,0.031905
757,722.00,2.000,-17.730,43.7137,2.6252,59.0480,0.0000,25.8432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5428,7.0016,0.5644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-709.459,-620.830,89.061,16.651,53.571,0.606665,0.361160,0.032175
758,721.50,2.000,-17.774,43.7981,2.6252,59.0556,0.0000,25.8370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5359,7.0023,0.5692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-710.773,-622.042,89.208,16.684,53.696,0.606725,0.360829,0.032446
759,721.00,2.000,-17.818,43.8814,2.6252,59.0632,0.0000,25.8308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5291,7.0029,0.5739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-712.069,-623.240,89.352,16.716,53.820,0.606780,0.360501,0.032719
760,720.50,2.000,-17.862,43.9637,2.6252,59.0706,0.0000,25.8247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5224,7.0035,0.5788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-713.349,-624.423,89.494,16.747,53.944,0.606831,0.360176,0.032993
761,720.00,2.000,-17.905,44.0450,2.6251,59.0780,0.0000,25.8187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5157,7.0041,0.5836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-714.612,-625.592,89.634,16.778,54.066,0.606877,0.359854,0.033268
762,719.50,2.000,-17.949,44.1254,2.6251,59.0852,0.0000,25.8127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5090,7.0046,0.5884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-715.860,-626.747,89.772,16.809,54.188,0.606920,0.359536,0.033545
763,719.00,2.000,-17.991,44.2048,2.6251,59.0924,0.0000,25.8068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5024,7.0050,0.5933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-717.092,-627.889,89.908,16.839,54.309,0.606957,0.359220,0.033822
764,718.50,2.000,-18.034,44.2833,2.6250,59.0995,0.0000,25.8009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4959,7.0054,0.5982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-718.309,-629.018,90.042,16.870,54.430,0.606991,0.358908,0.034101
765,718.00,2.000,-18.076,44.3610,2.6250,59.1065,0.0000,25.7951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4895,7.0058,0.6031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-719.512,-630.136,90.175,16.899,54.550,0.607020,0.358599,0.034381
766,717.50,2.000,-18.118,44.4378,2.6250,59.1135,0.0000,25.7893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4831,7.0061,0.6081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-720.701,-631.241,90.305,16.929,54.669,0.607045,0.358292,0.034663
767,717.00,2.000,-18.160,44.5138,2.6250,59.1203,0.0000,25.7836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4768,7.0063,0.6130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-721.877,-632.335,90.433,16.958,54.788,0.607066,0.357989,0.034945
768,716.50,2.000,-18.202,44.5890,2.6249,59.1271,0.0000,25.7779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4705,7.0065,0.6180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-723.040,-633.417,90.560,16.987,54.906,0.607082,0.357689,0.035229
769,716.00,2.000,-18.243,44.6635,2.6249,59.1338,0.0000,25.7722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4643,7.0067,0.6230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-724.190,-634.489,90.685,17.015,55.024,0.607094,0.357392,0.035515
770,715.50,2.000,-18.284,44.7372,2.6249,59.1404,0.0000,25.7667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4582,7.0068,0.6280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-725.329,-635.551,90.809,17.043,55.142,0.607102,0.357097,0.035801
771,715.00,2.000,-18.325,44.8102,2.6249,59.1469,0.0000,25.7611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4521,7.0068,0.6331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-726.455,-636.602,90.930,17.071,55.259,0.607105,0.356806,0.036089
772,714.50,2.000,-18.365,44.8826,2.6249,59.1534,0.0000,25.7557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4461,7.0068,0.6381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-727.571,-637.645,91.051,17.099,55.376,0.607104,0.356518,0.036378
773,714.00,2.000,-18.406,44.9543,2.6248,59.1597,0.0000,25.7502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4401,7.0067,0.6432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-728.676,-638.677,91.170,17.126,55.492,0.607100,0.356232,0.036668
774,713.50,2.000,-18.446,45.0254,2.6248,59.1660,0.0000,25.7448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4342,7.0066,0.6483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-729.770,-639.701,91.287,17.154,55.609,0.607090,0.355950,0.036960
775,713.00,2.000,-18.486,45.0958,2.6248,59.1722,0.0000,25.7395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4283,7.0065,0.6535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-730.854,-640.717,91.403,17.181,55.725,0.607077,0.355670,0.037253
776,712.50,2.000,-18.525,45.1657,2.6248,59.1783,0.0000,25.7342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4226,7.0063,0.6586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-731.929,-641.724,91.518,17.207,55.841,0.607059,0.355394,0.037547
777,712.00,2.000,-18.565,45.2351,2.6248,59.1843,0.0000,25.7290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4168,7.0060,0.6638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-732.995,-642.724,91.632,17.234,55.956,0.607037,0.355120,0.037842
