Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
512,844.50,2.000,-16.583,1.2895697256666e+01,2.2085,62.0287,0.2373,13.8901,0.1203,0.0000,1.5948,1.1708,0.7474,0.0000,0.0000,4.3927,2.2999,5.9171,1.2697,6.3312,0.0000,0.0000,0.0000,0.0000,-2.0956419375964e+02,-1.6999378296659e+02,3.5405011222696e+01,5.8391011224509e+00,1.8284983437971e+01,4.2465442e-01,3.1751246e-02,2.3092355e-03,2.0379251e-03,3.5673062e+00,4.0990032e-02,2.2665568e-02,7.9191621e-03,1.3025664e+00,6.0121805e-01,2.7672215e-02,3.6266881e-06,9.9818764e-03,1.0273957e+00,5.5877767e-01,2.9254956e-01,2.9254956e-01,2.9254956e-01,2.7739920e-01,3.8823,8.7104302743335e+01,2.4098,-1.3567781320971e+03,-1.1286406511453e+03,2.0412247210819e+02,3.6145493572339e+01,1.0965839425978e+02,-1.5663423258567e+03,-1.2986344341119e+03, 2.3952748333089e+02, 4.1984594694790e+01, 1.2794337769775e+02, 1.2194597006142e-02,-2.9717421358643e-03, 2.9045408428477e-04, 7.0781727380426e-05, 7.2210124031710e-04,-5.3932501860100e-05, 1.2366650708286e-04, 9.2364390903822e-06
513,844.00,2.000,-16.588,1.2849500493632e+01,2.2085,62.0558,0.2370,13.8770,0.1201,0.0000,1.5867,1.1780,0.7441,0.0000,0.0000,4.3909,2.2879,5.9192,1.2717,6.3317,0.0000,0.0000,0.0000,0.0000,-2.0879996470434e+02,-1.6940067048782e+02,3.5267684927282e+01,5.8182683524425e+00,1.8216908855204e+01,4.2514733e-01,3.1733491e-02,2.2994153e-03,2.0387354e-03,3.5659494e+00,4.0863252e-02,2.2814618e-02,7.8838273e-03,1.3030559e+00,6.0110715e-01,2.7616396e-02,3.5837333e-06,9.9492332e-03,1.0305888e+00,5.5816256e-01,2.9215178e-01,2.9215178e-01,2.9215178e-01,2.7760914e-01,3.8870,8.7150499506370e+01,2.4100,-1.3574226153720e+03,-1.1293140216303e+03,2.0418797273570e+02,3.6161421239411e+01,1.0971901178356e+02,-1.5662225800764e+03,-1.2987146921182e+03, 2.3945565766298e+02, 4.1979689591853e+01, 1.2793592063876e+02, 1.2200024749864e-02,-2.9702372232391e-03, 2.9061731681389e-04, 7.0754149259252e-05, 7.1933202161953e-04,-5.3757138050704e-05, 1.2363335240760e-04, 9.2393706846019e-06
514,843.50,2.000,-16.593,1.2803874025187e+01,2.2084,62.0830,0.2366,13.8639,0.1198,0.0000,1.5786,1.1851,0.7408,0.0000,0.0000,4.3892,2.2759,5.9212,1.2738,6.3322,0.0000,0.0000,0.0000,0.0000,-2.0804514601935e+02,-1.6881499718846e+02,3.5132000923207e+01,5.7976923694152e+00,1.8149667082627e+01,4.2564048e-01,3.1715609e-02,2.2896473e-03,2.0395665e-03,3.5645920e+00,4.0736191e-02,2.2963114e-02,7.8487111e-03,1.3035502e+00,6.0099818e-01,2.7560615e-02,3.5412238e-06,9.9165549e-03,1.0338007e+00,5.5754933e-01,2.9175548e-01,2.9175548e-01,2.9175548e-01,2.7781929e-01,3.8917,8.7196125974814e+01,2.4103,-1.3580577241602e+03,-1.1299797865390e+03,2.0425194789883e+02,3.6177068385482e+01,1.0977887240209e+02,-1.5661028701796e+03,-1.2987947837274e+03, 2.3938394882204e+02, 4.1974760754897e+01, 1.2792853948472e+02, 1.2205371759050e-02,-2.9687014549832e-03, 2.9077882850414e-04, 7.0725869584304e-05, 7.1659563037838e-04,-5.3584038674137e-05, 1.2360014721696e-04, 9.2423045687645e-06
515,843.00,2.000,-16.597,1.2758807869297e+01,2.2084,62.1102,0.2362,13.8508,0.1195,0.0000,1.5706,1.1922,0.7376,0.0000,0.0000,4.3874,2.2639,5.9231,1.2759,6.3327,0.0000,0.0000,0.0000,0.0000,-2.0729957259355e+02,-1.6823663241436e+02,3.4997930546243e+01,5.7773686859710e+00,1.8083243522744e+01,4.2613385e-01,3.1697600e-02,2.2799312e-03,2.0404177e-03,3.5632341e+00,4.0608867e-02,2.3111051e-02,7.8138116e-03,1.3040493e+00,6.0089114e-01,2.7504873e-02,3.4991569e-06,9.8838437e-03,1.0370316e+00,5.5693797e-01,2.9136066e-01,2.9136066e-01,2.9136066e-01,2.7802965e-01,3.8964,8.7241192130704e+01,2.4105,-1.3586836235149e+03,-1.1306380794367e+03,2.0431442375871e+02,3.6192439861888e+01,1.0983798961125e+02,-1.5659831961085e+03,-1.2988747118510e+03, 2.3931235430495e+02, 4.1969808547859e+01, 1.2792123313399e+02, 1.2210639078957e-02,-2.9671353134568e-03, 2.9093864140536e-04, 7.0696898940420e-05, 7.1389149881283e-04,-5.3413164257453e-05, 1.2356689309899e-04, 9.2452407247532e-06
516,842.50,2.000,-16.602,1.2714292270968e+01,2.2084,62.1373,0.2358,13.8377,0.1193,0.0000,1.5626,1.1992,0.7344,0.0000,0.0000,4.3856,2.2520,5.9249,1.2779,6.3332,0.0000,0.0000,0.0000,0.0000,-2.0656308308078e+02,-1.6766544849749e+02,3.4865445778956e+01,5.7572929165521e+00,1.8017623910011e+01,4.2662744e-01,3.1679463e-02,2.2702665e-03,2.0412884e-03,3.5618762e+00,4.0481294e-02,2.3258424e-02,7.7791265e-03,1.3045532e+00,6.0078605e-01,2.7449170e-02,3.4575298e-06,9.8511021e-03,1.0402814e+00,5.5632850e-01,2.9096732e-01,2.9096732e-01,2.9096732e-01,2.7824022e-01,3.9011,8.7285707729033e+01,2.4107,-1.3593004747258e+03,-1.1312890308355e+03,2.0437542588657e+02,3.6207540412476e+01,1.0989637660333e+02,-1.5658635578066e+03,-1.2989544793330e+03, 2.3924087166553e+02, 4.1964833329028e+01, 1.2791400051334e+02, 1.2215827732726e-02,-2.9655392710753e-03, 2.9109677707873e-04, 7.0667247688650e-05, 7.1121907175417e-04,-5.3244476224089e-05, 1.2353359157903e-04, 9.2481791348522e-06
517,842.00,2.000,-16.606,1.2670317696288e+01,2.2083,62.1645,0.2355,13.8246,0.1190,0.0000,1.5546,1.2062,0.7312,0.0000,0.0000,4.3839,2.2402,5.9267,1.2800,6.3337,0.0000,0.0000,0.0000,0.0000,-2.0583551980077e+02,-1.6710132067718e+02,3.4734519233812e+01,5.7374607747727e+00,1.7952794302115e+01,4.2712124e-01,3.1661197e-02,2.2606530e-03,2.0421782e-03,3.5605185e+00,4.0353489e-02,2.3405228e-02,7.7446538e-03,1.3050620e+00,6.0068292e-01,2.7393508e-02,3.4163399e-06,9.8183321e-03,1.0435505e+00,5.5572093e-01,2.9057547e-01,2.9057547e-01,2.9057547e-01,2.7845099e-01,3.9058,8.7329682303713e+01,2.4109,-1.3599084354178e+03,-1.1319327682748e+03,2.0443497927904e+02,3.6222374676347e+01,1.0995404627509e+02,-1.5657439552186e+03,-1.2990340889520e+03, 2.3916949851285e+02, 4.1959835451119e+01, 1.2790684057721e+02, 1.2220938721870e-02,-2.9639137905453e-03, 2.9125325660789e-04, 7.0636925971697e-05, 7.0857780632096e-04,-5.3077936870468e-05, 1.2350024412132e-04, 9.2511197817419e-06
518,841.50,2.000,-16.610,1.2626874826318e+01,2.2083,62.1917,0.2351,13.8114,0.1188,0.0000,1.5467,1.2132,0.7280,0.0000,0.0000,4.3822,2.2284,5.9283,1.2821,6.3341,0.0000,0.0000,0.0000,0.0000,-2.0511672863734e+02,-1.6654412701929e+02,3.4605124135876e+01,5.7178680706789e+00,1.7888741071048e+01,4.2761523e-01,3.1642803e-02,2.2510901e-03,2.0430864e-03,3.5591612e+00,4.0225465e-02,2.3551459e-02,7.7103913e-03,1.3055756e+00,6.0058174e-01,2.7337886e-02,3.3755844e-06,9.7855362e-03,1.0468388e+00,5.5511526e-01,2.9018509e-01,2.9018509e-01,2.9018509e-01,2.7866198e-01,3.9106,8.7373125173683e+01,2.4112,-1.3605076596529e+03,-1.1325694164039e+03,2.0449310837390e+02,3.6236947190686e+01,1.1001101123599e+02,-1.5656243882902e+03,-1.2991135434232e+03, 2.3909823250977e+02, 4.1954815261365e+01, 1.2789975230703e+02, 1.2225973026825e-02,-2.9622593251160e-03, 2.9140810061160e-04, 7.0605943719740e-05, 7.0596717158691e-04,-5.2913509341764e-05, 1.2346685213097e-04, 9.2540626484726e-06
519,841.00,2.000,-16.615,1.2583954551353e+01,2.2083,62.2188,0.2347,13.7983,0.1185,0.0000,1.5387,1.2202,0.7249,0.0000,0.0000,4.3805,2.2166,5.9299,1.2842,6.3346,0.0000,0.0000,0.0000,0.0000,-2.0440655894311e+02,-1.6599374834048e+02,3.4477234306534e+01,5.6985107081786e+00,1.7825450894707e+01,4.2810940e-01,3.1624279e-02,2.2415774e-03,2.0440125e-03,3.5578047e+00,4.0097238e-02,2.3697112e-02,7.6763370e-03,1.3060940e+00,6.0048254e-01,2.7282308e-02,3.3352604e-06,9.7527164e-03,1.0501465e+00,5.5451150e-01,2.8979621e-01,2.8979621e-01,2.8979621e-01,2.7887317e-01,3.9153,8.7416045448649e+01,2.4114,-1.3610982980255e+03,-1.1331990970596e+03,2.0454983706489e+02,3.6251262393425e+01,1.1006728381585e+02,-1.5655048569686e+03,-1.2991928454001e+03, 2.3902707137142e+02, 4.1949773101603e+01, 1.2789273471056e+02, 1.2230931607462e-02,-2.9605763188163e-03, 2.9156132925531e-04, 7.0574310655881e-05, 7.0338664826666e-04,-5.2751157609274e-05, 1.2343341695527e-04, 9.2570077184491e-06
520,840.50,2.000,-16.619,1.2541547965217e+01,2.2083,62.2460,0.2343,13.7852,0.1183,0.0000,1.5308,1.2271,0.7218,0.0000,0.0000,4.3788,2.2049,5.9314,1.2862,6.3351,0.0000,0.0000,0.0000,0.0000,-2.0370486344456e+02,-1.6545006813290e+02,3.4350824147321e+01,5.6793846824858e+00,1.7762910748561e+01,4.2860374e-01,3.1605625e-02,2.2321147e-03,2.0449559e-03,3.5564492e+00,3.9968822e-02,2.3842184e-02,7.6424889e-03,1.3066174e+00,6.0038532e-01,2.7226772e-02,3.2953650e-06,9.7198749e-03,1.0534737e+00,5.5390967e-01,2.8940880e-01,2.8940880e-01,2.8940880e-01,2.7908458e-01,3.9200,8.7458452034785e+01,2.4116,-1.3616804977572e+03,-1.1338219293432e+03,2.0460518871642e+02,3.6265324625888e+01,1.1012287607262e+02,-1.5653853612018e+03,-1.2992719974761e+03, 2.3895601286374e+02, 4.1944709308374e+01, 1.2788578682118e+02, 1.2235815403603e-02,-2.9588652066910e-03, 2.9171296226293e-04, 7.0542036301593e-05, 7.0083572840381e-04,-5.2590846447874e-05, 1.2339993988522e-04, 9.2599549754139e-06
521,840.00,2.000,-16.623,1.2499646359883e+01,2.2082,62.2732,0.2340,13.7720,0.1181,0.0000,1.5230,1.2340,0.7187,0.0000,0.0000,4.3771,2.1933,5.9328,1.2883,6.3356,0.0000,0.0000,0.0000,0.0000,-2.0301149815244e+02,-1.6491297249286e+02,3.4225868624702e+01,5.6604860777062e+00,1.7701107897788e+01,4.2909824e-01,3.1586841e-02,2.2227014e-03,2.0459162e-03,3.5550950e+00,3.9840231e-02,2.3986670e-02,7.6088450e-03,1.3071456e+00,6.0029008e-01,2.7171279e-02,3.2558952e-06,9.6870139e-03,1.0568205e+00,5.5330976e-01,2.8902287e-01,2.8902287e-01,2.8902287e-01,2.7929619e-01,3.9247,8.7500353640119e+01,2.4119,-1.3622544027865e+03,-1.1344380296932e+03,2.0465918617738e+02,3.6279138135270e+01,1.1017779979955e+02,-1.5652659009390e+03,-1.2993510021860e+03, 2.3888505480208e+02, 4.1939624212976e+01, 1.2787890769734e+02, 1.2240625335469e-02,-2.9571264150137e-03, 2.9186301892713e-04, 7.0509129981637e-05, 6.9831391508102e-04,-5.2432541414713e-05, 1.2336642215786e-04, 9.2629044034254e-06
522,839.50,2.000,-16.627,1.2458241220086e+01,2.2082,62.3004,0.2336,13.7589,0.1178,0.0000,1.5151,1.2409,0.7156,0.0000,0.0000,4.3754,2.1817,5.9342,1.2904,6.3361,0.0000,0.0000,0.0000,0.0000,-2.0232632227235e+02,-1.6438235004994e+02,3.4102343254763e+01,5.6418110644259e+00,1.7640029889392e+01,4.2959289e-01,3.1567926e-02,2.2133372e-03,2.0468928e-03,3.5537422e+00,3.9711478e-02,2.4130566e-02,7.5754033e-03,1.3076786e+00,6.0019684e-01,2.7115831e-02,3.2168481e-06,9.6541353e-03,1.0601871e+00,5.5271179e-01,2.8863843e-01,2.8863843e-01,2.8863843e-01,2.7950801e-01,3.9295,8.7541758779915e+01,2.4121,-1.3628201538582e+03,-1.1350475119584e+03,2.0471185179513e+02,3.6292707077156e+01,1.1023206653250e+02,-1.5651464761306e+03,-1.2994298620083e+03, 2.3881419504989e+02, 4.1934518141582e+01, 1.2787209642189e+02, 1.2245362304193e-02,-2.9553603615182e-03, 2.9201151812094e-04, 7.0475600829373e-05, 6.9582072212140e-04,-5.2276208827967e-05, 1.2333286495694e-04, 9.2658559868464e-06
523,839.00,2.000,-16.631,1.2417324218257e+01,2.2082,62.3275,0.2332,13.7457,0.1176,0.0000,1.5073,1.2477,0.7125,0.0000,0.0000,4.3738,2.1701,5.9354,1.2925,6.3366,0.0000,0.0000,0.0000,0.0000,-2.0164919812043e+02,-1.6385809190000e+02,3.3980224088862e+01,5.6233558974400e+00,1.7579664544799e+01,4.3008768e-01,3.1548880e-02,2.2040218e-03,2.0478853e-03,3.5523912e+00,3.9582577e-02,2.4273869e-02,7.5421620e-03,1.3082166e+00,6.0010559e-01,2.7060429e-02,3.1782208e-06,9.6212414e-03,1.0635736e+00,5.5211575e-01,2.8825546e-01,2.8825546e-01,2.8825546e-01,2.7972004e-01,3.9342,8.7582675781744e+01,2.4123,-1.3633778886075e+03,-1.1356504874659e+03,2.0476320742847e+02,3.6306035517866e+01,1.1028568755672e+02,-1.5650270867279e+03,-1.2995085793659e+03, 2.3874343151733e+02, 4.1929391415306e+01, 1.2786535210152e+02, 1.2250027192265e-02,-2.9535674556036e-03, 2.9215847830772e-04, 7.0441457791477e-05, 6.9335567381350e-04,-5.2121815746815e-05, 1.2329926941476e-04, 9.2688097103268e-06
524,838.50,2.000,-16.635,1.2376887209474e+01,2.2081,62.3547,0.2328,13.7326,0.1174,0.0000,1.4996,1.2545,0.7095,0.0000,0.0000,4.3721,2.1587,5.9366,1.2946,6.3370,0.0000,0.0000,0.0000,0.0000,-2.0097999103943e+02,-1.6334009153849e+02,3.3859487699309e+01,5.6051169134892e+00,1.7519999952479e+01,4.3058260e-01,3.1529703e-02,2.1947547e-03,2.0488931e-03,3.5510421e+00,3.9453540e-02,2.4416575e-02,7.5091190e-03,1.3087595e+00,6.0001634e-01,2.7005072e-02,3.1400100e-06,9.5883340e-03,1.0669800e+00,5.5152166e-01,2.8787397e-01,2.8787397e-01,2.8787397e-01,2.7993229e-01,3.9389,8.7623112790527e+01,2.4126,-1.3639277416439e+03,-1.1362470650896e+03,2.0481327446075e+02,3.6319127436803e+01,1.1033867391369e+02,-1.5649077326834e+03,-1.2995871566281e+03, 2.3867276216006e+02, 4.1924244350292e+01, 1.2785867386616e+02, 1.2254620863982e-02,-2.9517480985442e-03, 2.9230391755162e-04, 7.0406709632767e-05, 6.9091830463497e-04,-5.1969329951461e-05, 1.2326563661361e-04, 9.2717655587866e-06
525,838.00,2.000,-16.639,1.2336922226668e+01,2.2081,62.3819,0.2324,13.7194,0.1171,0.0000,1.4918,1.2612,0.7065,0.0000,0.0000,4.3705,2.1472,5.9377,1.2967,6.3375,0.0000,0.0000,0.0000,0.0000,-2.0031856931907e+02,-1.6282824479721e+02,3.3740111165785e+01,5.5870905291124e+00,1.7461024460940e+01,4.3107764e-01,3.1510394e-02,2.1855356e-03,2.0499159e-03,3.5496952e+00,3.9324381e-02,2.4558681e-02,7.4762726e-03,1.3093072e+00,5.9992910e-01,2.6949763e-02,3.1022128e-06,9.5554152e-03,1.0704065e+00,5.5092951e-01,2.8749396e-01,2.8749396e-01,2.8749396e-01,2.8014473e-01,3.9437,8.7663077773333e+01,2.4128,-1.3644698446313e+03,-1.1368373513149e+03,2.0486207381218e+02,3.6331986728675e+01,1.1039103640754e+02,-1.5647884139504e+03,-1.2996655961121e+03, 2.3860218497796e+02, 4.1919077257788e+01, 1.2785206086848e+02, 1.2259144165882e-02,-2.9499026836868e-03, 2.9244785352722e-04, 7.0371364940739e-05, 6.8850815899066e-04,-5.1818719924211e-05, 1.2323196758726e-04, 9.2747235174017e-06
526,837.50,2.000,-16.643,1.2297421475944e+01,2.2081,62.4091,0.2320,13.7062,0.1169,0.0000,1.4841,1.2680,0.7035,0.0000,0.0000,4.3689,2.1358,5.9387,1.2988,6.3380,0.0000,0.0000,0.0000,0.0000,-1.9966480411820e+02,-1.6232244978249e+02,3.3622072062045e+01,5.5692732385480e+00,1.7402726671881e+01,4.3157280e-01,3.1490953e-02,2.1763642e-03,2.0509530e-03,3.5483507e+00,3.9195111e-02,2.4700183e-02,7.4436208e-03,1.3098599e+00,5.9984388e-01,2.6894500e-02,3.0648261e-06,9.5224869e-03,1.0738533e+00,5.5033931e-01,2.8711542e-01,2.8711542e-01,2.8711542e-01,2.8035739e-01,3.9484,8.7702578524057e+01,2.4131,-1.3650043263652e+03,-1.1374214503016e+03,2.0490962595193e+02,3.6344617205683e+01,1.1044278561142e+02,-1.5646691304834e+03,-1.2997439000841e+03, 2.3853169801398e+02, 4.1913890444231e+01, 1.2784551228330e+02, 1.2263597927170e-02,-2.9480315966474e-03, 2.9259030352926e-04, 7.0335432130070e-05, 6.8612479095557e-04,-5.1669954830966e-05, 1.2319826332214e-04, 9.2776835715889e-06
527,837.00,2.000,-16.647,1.2258377331886e+01,2.2081,62.4363,0.2316,13.6931,0.1167,0.0000,1.4764,1.2747,0.7005,0.0000,0.0000,4.3673,2.1245,5.9396,1.3009,6.3385,0.0000,0.0000,0.0000,0.0000,-1.9901856938685e+02,-1.6182260681327e+02,3.3505348442624e+01,5.5516616116299e+00,1.7345095433339e+01,4.3206805e-01,3.1471380e-02,2.1672400e-03,2.0520042e-03,3.5470088e+00,3.9065743e-02,2.4841080e-02,7.4111618e-03,1.3104175e+00,5.9976066e-01,2.6839286e-02,3.0278466e-06,9.4895510e-03,1.0773205e+00,5.4975106e-01,2.8673835e-01,2.8673835e-01,2.8673835e-01,2.8057026e-01,3.9531,8.7741622668115e+01,2.4133,-1.3655313128508e+03,-1.1379994639477e+03,2.0495595091029e+02,3.6357022599707e+01,1.1049393187375e+02,-1.5645498822377e+03,-1.2998220707610e+03, 2.3846129935291e+02, 4.1908684211337e+01, 1.2783902730709e+02, 1.2267982960152e-02,-2.9461352155070e-03, 2.9273128448241e-04, 7.0298919447106e-05, 6.8376776401809e-04,-5.1523004502639e-05, 1.2316452475880e-04, 9.2806457069910e-06
528,836.50,2.000,-16.651,1.2219782333342e+01,2.2080,62.4635,0.2312,13.6799,0.1165,0.0000,1.4687,1.2813,0.6976,0.0000,0.0000,4.3657,2.1132,5.9405,1.3030,6.3389,0.0000,0.0000,0.0000,0.0000,-1.9837974179612e+02,-1.6132861836545e+02,3.3389918830866e+01,5.5342522918985e+00,1.7288119833520e+01,4.3256340e-01,3.1451675e-02,2.1581627e-03,2.0530689e-03,3.5456698e+00,3.8936289e-02,2.4981367e-02,7.3788939e-03,1.3109800e+00,5.9967947e-01,2.6784121e-02,2.9912714e-06,9.4566094e-03,1.0808081e+00,5.4916476e-01,2.8636274e-01,2.8636274e-01,2.8636274e-01,2.8078334e-01,3.9578,8.7780217666659e+01,2.4136,-1.3660509273735e+03,-1.1385714919461e+03,2.0500106828947e+02,3.6369206564259e+01,1.1054448532396e+02,-1.5644306691696e+03,-1.2999001103115e+03, 2.3839098712033e+02, 4.1903458856157e+01, 1.2783260515748e+02, 1.2272300060602e-02,-2.9442139109842e-03, 2.9287081294957e-04, 7.0261834973834e-05, 6.8143665084933e-04,-5.1377839418544e-05, 1.2313075279327e-04, 9.2836099094643e-06
529,836.00,2.000,-16.654,1.2181629178995e+01,2.2080,62.4907,0.2308,13.6667,0.1163,0.0000,1.4611,1.2879,0.6946,0.0000,0.0000,4.3641,2.1020,5.9413,1.3051,6.3394,0.0000,0.0000,0.0000,0.0000,-1.9774820066472e+02,-1.6084038901353e+02,3.3275762206365e+01,5.5170419946164e+00,1.7231789194333e+01,4.3305884e-01,3.1431838e-02,2.1491319e-03,2.0541467e-03,3.5443337e+00,3.8806759e-02,2.5121042e-02,7.3468152e-03,1.3115474e+00,5.9960029e-01,2.6729006e-02,2.9550971e-06,9.4236640e-03,1.0843164e+00,5.4858042e-01,2.8598860e-01,2.8598860e-01,2.8598860e-01,2.8099663e-01,3.9626,8.7818370821006e+01,2.4138,-1.3665632905717e+03,-1.1391376318440e+03,2.0504499727512e+02,3.6381172676561e+01,1.1059445587844e+02,-1.5643114912364e+03,-1.2999780208575e+03, 2.3832075948148e+02, 4.1898214671177e+01, 1.2782624507278e+02, 1.2276550008180e-02,-2.9422680466245e-03, 2.9300890514138e-04, 7.0224186632193e-05, 6.7913103305936e-04,-5.1234430688864e-05, 1.2309694827809e-04, 9.2865761650645e-06
530,835.50,2.000,-16.658,1.2143910723277e+01,2.2080,62.5178,0.2304,13.6535,0.1160,0.0000,1.4535,1.2945,0.6917,0.0000,0.0000,4.3626,2.0909,5.9420,1.3072,6.3399,0.0000,0.0000,0.0000,0.0000,-1.9712382789088e+02,-1.6035782537655e+02,3.3162857993360e+01,5.5000275049338e+00,1.7176093065408e+01,4.3355435e-01,3.1411867e-02,2.1401474e-03,2.0552372e-03,3.5430008e+00,3.8677166e-02,2.5260103e-02,7.3149240e-03,1.3121198e+00,5.9952314e-01,2.6673940e-02,2.9193207e-06,9.3907166e-03,1.0878454e+00,5.4799803e-01,2.8561593e-01,2.8561593e-01,2.8561593e-01,2.8121012e-01,3.9673,8.7856089276725e+01,2.4141,-1.3670685205054e+03,-1.1396979790989e+03,2.0508775664685e+02,3.6392924439444e+01,1.1064385324607e+02,-1.5641923483963e+03,-1.3000558044754e+03, 2.3825061464021e+02, 4.1892951944377e+01, 1.2781994631148e+02, 1.2280733566801e-02,-2.9402979789680e-03, 2.9314557692441e-04, 7.0185982187934e-05, 6.7685050097390e-04,-5.1092750038482e-05, 1.2306311202385e-04, 9.2895444600321e-06
531,835.00,2.000,-16.661,1.2106619972218e+01,2.2079,62.5450,0.2300,13.6403,0.1158,0.0000,1.4459,1.3011,0.6888,0.0000,0.0000,4.3610,2.0797,5.9426,1.3093,6.3403,0.0000,0.0000,0.0000,0.0000,-1.9650650788368e+02,-1.5988083606350e+02,3.3051186048974e+01,5.4832056760315e+00,1.7121021218043e+01,4.3404994e-01,3.1391764e-02,2.1312086e-03,2.0563399e-03,3.5416713e+00,3.8547519e-02,2.5398547e-02,7.2832186e-03,1.3126971e+00,5.9944801e-01,2.6618926e-02,2.8839388e-06,9.3577689e-03,1.0913953e+00,5.4741759e-01,2.8524470e-01,2.8524470e-01,2.8524470e-01,2.8142383e-01,3.9721,8.7893380027783e+01,2.4144,-1.3675667327246e+03,-1.1402526271337e+03,2.0512936478897e+02,3.6404465283291e+01,1.1069268693379e+02,-1.5640732406083e+03,-1.3001334631972e+03, 2.3818055083795e+02, 4.1887670959323e+01, 1.2781370815183e+02, 1.2284851485025e-02,-2.9383040577274e-03, 2.9328084383003e-04, 7.0147229254661e-05, 6.7459465340570e-04,-5.0952769790595e-05, 1.2302924480009e-04, 9.2925147807828e-06
532,834.50,2.000,-16.665,1.2069750079641e+01,2.2079,62.5722,0.2296,13.6271,0.1156,0.0000,1.4384,1.3076,0.6860,0.0000,0.0000,4.3595,2.0687,5.9431,1.3115,6.3408,0.0000,0.0000,0.0000,0.0000,-1.9589612749952e+02,-1.5940933162300e+02,3.2940726652390e+01,5.4665734274104e+00,1.7066563639631e+01,4.3454558e-01,3.1371528e-02,2.1223154e-03,2.0574546e-03,3.5403454e+00,3.8417831e-02,2.5536372e-02,7.2516973e-03,1.3132793e+00,5.9937491e-01,2.6563963e-02,2.8489482e-06,9.3248228e-03,1.0949662e+00,5.4683911e-01,2.8487493e-01,2.8487493e-01,2.8487493e-01,2.8163774e-01,3.9768,8.7930249920360e+01,2.4146,-1.3680580403327e+03,-1.1408016673887e+03,2.0516983970032e+02,3.6415798567816e+01,1.1074096625177e+02,-1.5639541678323e+03,-1.3002109990117e+03, 2.3811056635271e+02, 4.1882371995227e+01, 1.2780752989140e+02, 1.2288904496399e-02,-2.9362866259448e-03, 2.9341472106210e-04, 7.0107935297444e-05, 6.7236309744623e-04,-5.0814462851631e-05, 1.2299534733676e-04, 9.2954871138907e-06
533,834.00,2.000,-16.669,1.2033294343318e+01,2.2079,62.5994,0.2292,13.6138,0.1154,0.0000,1.4309,1.3141,0.6831,0.0000,0.0000,4.3580,2.0577,5.9436,1.3136,6.3413,0.0000,0.0000,0.0000,0.0000,-1.9529257597862e+02,-1.5894322449273e+02,3.2831460493959e+01,5.4501277431739e+00,1.7012710528045e+01,4.3504128e-01,3.1351159e-02,2.1134674e-03,2.0585808e-03,3.5390232e+00,3.8288111e-02,2.5673575e-02,7.2203583e-03,1.3138665e+00,5.9930383e-01,2.6509052e-02,2.8143458e-06,9.2918799e-03,1.0985583e+00,5.4626259e-01,2.8450661e-01,2.8450661e-01,2.8450661e-01,2.8185187e-01,3.9815,8.7966705656684e+01,2.4149,-1.3685425540504e+03,-1.1413451893729e+03,2.0520919900421e+02,3.6426927583855e+01,1.1078870031858e+02,-1.5638351300290e+03,-1.3002884138656e+03, 2.3804065949817e+02, 4.1877055327029e+01, 1.2780141084662e+02, 1.2292893319814e-02,-2.9342460201554e-03, 2.9354722350499e-04, 7.0068107636535e-05, 6.7015544825343e-04,-5.0677802696128e-05, 1.2296142032501e-04, 9.2984614460825e-06
