Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),   geikielite,     hematite,     ilmenite,  pyrophanite,     corundum
159,942.00,2.000,0.193,0.0854,4.6719,0.0000,21.2800,1.4147,65.1988,0.0000,2.2337,0.9060,8.9667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.776,-0.574,0.166,0.018,0.080,0.323134,0.593005,0.045157,0.018551,0.020153
160,941.00,2.000,0.151,0.2617,4.6712,0.0000,21.3346,1.4181,65.1062,0.0000,2.2457,0.9105,8.9850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.376,-1.758,0.509,0.056,0.245,0.323730,0.592045,0.045390,0.018639,0.020197
161,940.00,2.000,0.109,0.4379,4.6704,0.0000,21.3889,1.4215,65.0140,0.0000,2.2576,0.9148,9.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.979,-2.945,0.852,0.094,0.411,0.324323,0.591091,0.045622,0.018724,0.020241
162,939.00,2.000,0.067,0.6141,4.6697,0.0000,21.4429,1.4249,64.9223,0.0000,2.2695,0.9191,9.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.582,-4.134,1.194,0.132,0.576,0.324912,0.590141,0.045853,0.018808,0.020285
163,938.00,2.000,0.028,0.7726,4.6691,0.0000,21.4877,1.4271,64.8463,0.0000,2.2797,0.9233,9.0359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.025,-5.206,1.502,0.165,0.724,0.325384,0.589359,0.046053,0.018890,0.020314
164,937.00,2.000,0.005,0.8506,4.6694,0.0000,21.4918,1.4240,64.8402,0.0000,2.2824,0.9275,9.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.732,-5.732,1.653,0.182,0.797,0.325327,0.589318,0.046108,0.018977,0.020271
165,936.00,2.000,-0.017,0.9233,4.6697,0.0000,21.4937,1.4207,64.8379,0.0000,2.2847,0.9317,9.0313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.391,-6.222,1.794,0.198,0.866,0.325239,0.589317,0.046155,0.019064,0.020224
166,935.00,2.000,-0.038,0.9916,4.6700,0.0000,21.4937,1.4171,64.8388,0.0000,2.2866,0.9359,9.0278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.009,-6.683,1.925,0.212,0.930,0.325127,0.589351,0.046196,0.019151,0.020174
167,934.00,2.000,-0.059,1.0562,4.6704,0.0000,21.4920,1.4134,64.8425,0.0000,2.2882,0.9402,9.0237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.593,-7.118,2.050,0.226,0.990,0.324993,0.589414,0.046232,0.019238,0.020122
168,933.00,2.000,-0.079,1.1176,4.6708,0.0000,21.4889,1.4095,64.8485,0.0000,2.2896,0.9444,9.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.147,-7.532,2.168,0.239,1.048,0.324841,0.589502,0.046263,0.019326,0.020068
169,932.00,2.000,-0.099,1.1762,4.6712,0.0000,21.4847,1.4055,64.8566,0.0000,2.2908,0.9486,9.0137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.675,-7.926,2.281,0.252,1.103,0.324672,0.589611,0.046290,0.019414,0.020012
170,931.00,2.000,-0.119,1.2324,4.6717,0.0000,21.4793,1.4014,64.8665,0.0000,2.2919,0.9529,9.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.181,-8.305,2.389,0.264,1.155,0.324489,0.589740,0.046313,0.019502,0.019955
171,930.00,2.000,-0.138,1.2864,4.6722,0.0000,21.4730,1.3972,64.8780,0.0000,2.2927,0.9571,9.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.667,-8.668,2.492,0.275,1.206,0.324293,0.589886,0.046334,0.019590,0.019897
172,929.00,2.000,-0.157,1.3385,4.6726,0.0000,21.4658,1.3929,64.8910,0.0000,2.2934,0.9613,8.9955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.134,-9.018,2.592,0.286,1.255,0.324085,0.590048,0.046352,0.019678,0.019837
173,928.00,2.000,-0.176,1.3888,4.6731,0.0000,21.4578,1.3886,64.9053,0.0000,2.2940,0.9656,8.9887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.586,-9.356,2.689,0.297,1.302,0.323866,0.590223,0.046368,0.019767,0.019776
174,927.00,2.000,-0.195,1.4376,4.6737,0.0000,21.4491,1.3841,64.9208,0.0000,2.2945,0.9698,8.9817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.022,-9.684,2.782,0.308,1.347,0.323638,0.590411,0.046381,0.019855,0.019715
175,926.00,2.000,-0.213,1.4849,4.6742,0.0000,21.4398,1.3797,64.9373,0.0000,2.2949,0.9740,8.9743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.446,-10.002,2.872,0.318,1.392,0.323400,0.590611,0.046393,0.019943,0.019653
176,925.00,2.000,-0.232,1.5310,4.6747,0.0000,21.4298,1.3751,64.9549,0.0000,2.2952,0.9783,8.9667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.856,-10.310,2.960,0.327,1.435,0.323154,0.590821,0.046403,0.020031,0.019590
177,924.00,2.000,-0.250,1.5758,4.6753,0.0000,21.4193,1.3706,64.9733,0.0000,2.2954,0.9825,8.9589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.256,-10.611,3.045,0.337,1.477,0.322900,0.591042,0.046412,0.020119,0.019527
178,923.00,2.000,-0.268,1.6195,4.6759,0.0000,21.4082,1.3660,64.9927,0.0000,2.2956,0.9867,8.9509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.645,-10.903,3.128,0.346,1.517,0.322640,0.591271,0.046419,0.020207,0.019463
179,922.00,2.000,-0.286,1.6622,4.6764,0.0000,21.3967,1.3613,65.0128,0.0000,2.2957,0.9909,8.9426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.024,-11.189,3.209,0.355,1.557,0.322372,0.591509,0.046425,0.020295,0.019399
180,921.00,2.000,-0.303,1.7039,4.6770,0.0000,21.3847,1.3567,65.0337,0.0000,2.2957,0.9951,8.9342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.394,-11.468,3.288,0.364,1.596,0.322098,0.591755,0.046430,0.020383,0.019334
181,920.00,2.000,-0.321,1.7447,4.6776,0.0000,21.3723,1.3520,65.0552,0.0000,2.2957,0.9992,8.9255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.755,-11.740,3.365,0.373,1.635,0.321819,0.592008,0.046434,0.020470,0.019269
182,919.00,2.000,-0.339,1.7847,4.6782,0.0000,21.3595,1.3473,65.0774,0.0000,2.2956,1.0034,8.9168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.109,-12.007,3.441,0.381,1.672,0.321533,0.592268,0.046437,0.020558,0.019204
183,918.00,2.000,-0.356,1.8239,4.6788,0.0000,21.3463,1.3426,65.1002,0.0000,2.2955,1.0076,8.9078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.455,-12.269,3.515,0.390,1.708,0.321243,0.592534,0.046439,0.020645,0.019139
184,917.00,2.000,-0.374,1.8624,4.6794,0.0000,21.3328,1.3378,65.1236,0.0000,2.2953,1.0117,8.8987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.794,-12.525,3.587,0.398,1.744,0.320947,0.592807,0.046440,0.020732,0.019073
185,916.00,2.000,-0.391,1.9001,4.6801,0.0000,21.3189,1.3331,65.1476,0.0000,2.2951,1.0159,8.8895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.126,-12.776,3.658,0.406,1.780,0.320647,0.593086,0.046441,0.020819,0.019008
186,915.00,2.000,-0.408,1.9372,4.6807,0.0000,21.3047,1.3284,65.1720,0.0000,2.2948,1.0200,8.8801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.452,-13.023,3.728,0.414,1.814,0.320342,0.593370,0.046440,0.020906,0.018942
187,914.00,2.000,-0.425,1.9737,4.6813,0.0000,21.2902,1.3236,65.1969,0.0000,2.2946,1.0241,8.8706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.772,-13.265,3.796,0.422,1.848,0.320033,0.593659,0.046440,0.020993,0.018876
188,913.00,2.000,-0.443,2.0096,4.6820,0.0000,21.2754,1.3188,65.2223,0.0000,2.2943,1.0282,8.8610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.086,-13.504,3.863,0.429,1.882,0.319720,0.593953,0.046438,0.021079,0.018810
189,912.00,2.000,-0.460,2.0449,4.6826,0.0000,21.2603,1.3141,65.2481,0.0000,2.2939,1.0323,8.8513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.395,-13.738,3.929,0.437,1.915,0.319403,0.594252,0.046437,0.021165,0.018744
190,911.00,2.000,-0.477,2.0797,4.6833,0.0000,21.2450,1.3093,65.2744,0.0000,2.2936,1.0364,8.8414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.698,-13.968,3.994,0.444,1.947,0.319082,0.594555,0.046434,0.021251,0.018678
191,910.00,2.000,-0.494,2.1139,4.6839,0.0000,21.2294,1.3045,65.3010,0.0000,2.2932,1.0404,8.8315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.997,-14.195,4.058,0.451,1.979,0.318758,0.594863,0.046431,0.021336,0.018612
192,909.00,2.000,-0.511,2.1477,4.6846,0.0000,21.2136,1.2997,65.3280,0.0000,2.2928,1.0445,8.8214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.290,-14.419,4.121,0.458,2.011,0.318430,0.595174,0.046428,0.021422,0.018546
193,908.00,2.000,-0.528,2.1810,4.6852,0.0000,21.1975,1.2950,65.3554,0.0000,2.2923,1.0485,8.8113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.579,-14.639,4.183,0.466,2.042,0.318099,0.595490,0.046425,0.021507,0.018480
194,907.00,2.000,-0.545,2.2139,4.6859,0.0000,21.1813,1.2902,65.3831,0.0000,2.2919,1.0525,8.8010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.864,-14.856,4.244,0.472,2.072,0.317765,0.595809,0.046421,0.021591,0.018414
195,906.00,2.000,-0.562,2.2463,4.6866,0.0000,21.1648,1.2855,65.4111,0.0000,2.2914,1.0565,8.7907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.145,-15.070,4.304,0.479,2.102,0.317428,0.596131,0.046416,0.021676,0.018348
196,905.00,2.000,-0.579,2.2783,4.6872,0.0000,21.1481,1.2807,65.4395,0.0000,2.2909,1.0605,8.7803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.421,-15.281,4.363,0.486,2.132,0.317088,0.596457,0.046412,0.021760,0.018282
197,904.00,2.000,-0.596,2.3099,4.6879,0.0000,21.1312,1.2759,65.4681,0.0000,2.2904,1.0645,8.7698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.694,-15.489,4.421,0.493,2.162,0.316746,0.596786,0.046407,0.021844,0.018217
198,903.00,2.000,-0.613,2.3411,4.6886,0.0000,21.1142,1.2712,65.4970,0.0000,2.2899,1.0684,8.7593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.962,-15.694,4.479,0.499,2.191,0.316401,0.597119,0.046402,0.021927,0.018151
199,902.00,2.000,-0.630,2.3720,4.6893,0.0000,21.0969,1.2665,65.5262,0.0000,2.2894,1.0723,8.7486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.227,-15.897,4.536,0.506,2.219,0.316053,0.597454,0.046397,0.022011,0.018086
200,901.00,2.000,-0.647,2.4025,4.6900,0.0000,21.0795,1.2617,65.5557,0.0000,2.2888,1.0763,8.7379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.489,-16.097,4.592,0.512,2.248,0.315703,0.597792,0.046391,0.022094,0.018020
201,900.00,2.000,-0.664,2.4326,4.6907,0.0000,21.0620,1.2570,65.5854,0.0000,2.2883,1.0802,8.7272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.747,-16.295,4.647,0.519,2.276,0.315351,0.598133,0.046385,0.022176,0.017955
202,899.00,2.000,-0.681,2.4624,4.6914,0.0000,21.0442,1.2523,65.6154,0.0000,2.2877,1.0840,8.7163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.002,-16.490,4.702,0.525,2.304,0.314997,0.598476,0.046379,0.022258,0.017890
203,898.00,2.000,-0.698,2.4919,4.6921,0.0000,21.0263,1.2476,65.6455,0.0000,2.2872,1.0879,8.7054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.253,-16.684,4.756,0.531,2.331,0.314640,0.598822,0.046373,0.022340,0.017825
204,897.00,2.000,-0.715,2.5211,4.6928,0.0000,21.0083,1.2429,65.6760,0.0000,2.2866,1.0917,8.6945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.502,-16.874,4.809,0.537,2.358,0.314282,0.599170,0.046367,0.022421,0.017760
205,896.00,2.000,-0.732,2.5500,4.6935,0.0000,20.9901,1.2383,65.7066,0.0000,2.2860,1.0955,8.6835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.747,-17.063,4.862,0.543,2.385,0.313921,0.599520,0.046361,0.022503,0.017695
206,895.00,2.000,-0.748,2.5786,4.6942,0.0000,20.9718,1.2336,65.7374,0.0000,2.2854,1.0993,8.6724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.990,-17.250,4.914,0.549,2.411,0.313559,0.599873,0.046354,0.022583,0.017631
207,894.00,2.000,-0.765,2.6069,4.6949,0.0000,20.9534,1.2289,65.7684,0.0000,2.2848,1.1031,8.6613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-23.230,-17.434,4.965,0.555,2.438,0.313194,0.600228,0.046348,0.022664,0.017566
208,893.00,2.000,-0.782,2.6349,4.6956,0.0000,20.9349,1.2243,65.7996,0.0000,2.2842,1.1069,8.6502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-23.467,-17.617,5.016,0.561,2.464,0.312829,0.600585,0.046341,0.022744,0.017502
209,892.00,2.000,-0.799,2.6626,4.6963,0.0000,20.9162,1.2197,65.8310,0.0000,2.2836,1.1106,8.6390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-23.701,-17.798,5.067,0.567,2.490,0.312461,0.600944,0.046334,0.022823,0.017438
210,891.00,2.000,-0.816,2.6901,4.6970,0.0000,20.8974,1.2151,65.8625,0.0000,2.2830,1.1143,8.6277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-23.933,-17.976,5.116,0.573,2.515,0.312092,0.601304,0.046327,0.022902,0.017374
211,890.00,2.000,-0.833,2.7174,4.6977,0.0000,20.8785,1.2105,65.8942,0.0000,2.2824,1.1180,8.6164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-24.162,-18.153,5.166,0.578,2.540,0.311721,0.601667,0.046320,0.022981,0.017311
212,889.00,2.000,-0.850,2.7444,4.6984,0.0000,20.8595,1.2059,65.9261,0.0000,2.2817,1.1217,8.6051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-24.388,-18.329,5.214,0.584,2.565,0.311349,0.602031,0.046313,0.023059,0.017247
213,888.00,2.000,-0.867,2.7711,4.6991,0.0000,20.8403,1.2013,65.9582,0.0000,2.2811,1.1254,8.5937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-24.613,-18.502,5.262,0.590,2.590,0.310976,0.602397,0.046306,0.023137,0.017184
214,887.00,2.000,-0.884,2.7976,4.6999,0.0000,20.8211,1.1968,65.9903,0.0000,2.2805,1.1290,8.5823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-24.834,-18.674,5.310,0.595,2.615,0.310601,0.602764,0.046299,0.023215,0.017121
215,886.00,2.000,-0.901,2.8239,4.7006,0.0000,20.8018,1.1923,66.0226,0.0000,2.2798,1.1326,8.5709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-25.054,-18.844,5.357,0.601,2.639,0.310225,0.603133,0.046292,0.023292,0.017058
216,885.00,2.000,-0.918,2.8500,4.7013,0.0000,20.7824,1.1877,66.0551,0.0000,2.2792,1.1362,8.5594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-25.271,-19.012,5.404,0.606,2.663,0.309847,0.603504,0.046284,0.023369,0.016996
217,884.00,2.000,-0.935,2.8759,4.7020,0.0000,20.7629,1.1832,66.0877,0.0000,2.2786,1.1398,8.5479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-25.486,-19.179,5.450,0.612,2.687,0.309469,0.603876,0.046277,0.023445,0.016933
218,883.00,2.000,-0.952,2.9015,4.7028,0.0000,20.7433,1.1787,66.1204,0.0000,2.2779,1.1433,8.5363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-25.699,-19.345,5.496,0.617,2.711,0.309089,0.604249,0.046270,0.023521,0.016871
219,882.00,2.000,-0.969,2.9269,4.7035,0.0000,20.7236,1.1743,66.1532,0.0000,2.2773,1.1468,8.5248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-25.910,-19.509,5.542,0.622,2.734,0.308708,0.604624,0.046263,0.023596,0.016809
220,881.00,2.000,-0.986,2.9522,4.7042,0.0000,20.7038,1.1698,66.1862,0.0000,2.2766,1.1503,8.5132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.119,-19.671,5.586,0.628,2.758,0.308326,0.604999,0.046255,0.023671,0.016748
221,880.00,2.000,-1.003,2.9772,4.7049,0.0000,20.6840,1.1654,66.2192,0.0000,2.2760,1.1538,8.5016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.326,-19.832,5.631,0.633,2.781,0.307943,0.605377,0.046248,0.023746,0.016686
222,879.00,2.000,-1.020,3.0020,4.7057,0.0000,20.6641,1.1610,66.2524,0.0000,2.2754,1.1573,8.4899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.530,-19.992,5.675,0.638,2.804,0.307560,0.605755,0.046241,0.023820,0.016625
223,878.00,2.000,-1.037,3.0267,4.7064,0.0000,20.6441,1.1566,66.2857,0.0000,2.2747,1.1607,8.4782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.733,-20.150,5.719,0.643,2.827,0.307175,0.606134,0.046233,0.023894,0.016564
224,877.00,2.000,-1.054,3.0512,4.7071,0.0000,20.6241,1.1522,66.3190,0.0000,2.2741,1.1641,8.4665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.934,-20.307,5.762,0.648,2.849,0.306789,0.606515,0.046226,0.023967,0.016503
225,876.00,2.000,-1.071,3.0754,4.7079,0.0000,20.6039,1.1478,66.3525,0.0000,2.2734,1.1675,8.4548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.133,-20.463,5.805,0.653,2.872,0.306403,0.606896,0.046218,0.024040,0.016443
226,875.00,2.000,-1.088,3.0996,4.7086,0.0000,20.5837,1.1434,66.3861,0.0000,2.2728,1.1709,8.4431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.331,-20.617,5.847,0.658,2.894,0.306016,0.607279,0.046211,0.024112,0.016382
227,874.00,2.000,-1.106,3.1235,4.7093,0.0000,20.5635,1.1391,66.4197,0.0000,2.2721,1.1742,8.4313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.526,-20.770,5.890,0.663,2.916,0.305628,0.607663,0.046204,0.024184,0.016322
228,873.00,2.000,-1.123,3.1473,4.7101,0.0000,20.5432,1.1348,66.4535,0.0000,2.2715,1.1776,8.4196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.720,-20.922,5.931,0.668,2.938,0.305239,0.608047,0.046196,0.024255,0.016262
229,872.00,2.000,-1.139,3.1744,4.7109,0.0000,20.5165,1.1298,66.4976,0.0000,2.2709,1.1802,8.4049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.941,-21.094,5.979,0.674,2.963,0.304756,0.608545,0.046192,0.024314,0.016194
230,871.00,2.000,-1.150,3.2428,4.7133,0.0000,20.4166,1.1173,66.6623,0.0000,2.2711,1.1756,8.3571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.493,-21.510,6.103,0.688,3.026,0.303171,0.610357,0.046218,0.024231,0.016023
231,870.00,2.000,-1.161,3.3103,4.7157,0.0000,20.3175,1.1050,66.8256,0.0000,2.2713,1.1710,8.3096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-29.036,-21.920,6.225,0.702,3.088,0.301598,0.612155,0.046245,0.024148,0.015854
232,869.00,2.000,-1.173,3.3770,4.7180,0.0000,20.2193,1.0930,66.9873,0.0000,2.2715,1.1665,8.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-29.570,-22.322,6.345,0.716,3.150,0.300034,0.613938,0.046273,0.024067,0.015689
233,868.00,2.000,-1.184,3.4428,4.7204,0.0000,20.1218,1.0811,67.1476,0.0000,2.2718,1.1620,8.2157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-30.095,-22.718,6.464,0.729,3.210,0.298481,0.615706,0.046300,0.023987,0.015526
234,867.00,2.000,-1.196,3.5078,4.7227,0.0000,20.0252,1.0694,67.3065,0.0000,2.2720,1.1576,8.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-30.611,-23.108,6.581,0.743,3.270,0.296939,0.617460,0.046328,0.023907,0.015365
235,866.00,2.000,-1.207,3.5721,4.7250,0.0000,19.9294,1.0579,67.4639,0.0000,2.2723,1.1533,8.1232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-31.120,-23.492,6.696,0.756,3.329,0.295406,0.619200,0.046357,0.023829,0.015208
236,865.00,2.000,-1.219,3.6357,4.7273,0.0000,19.8343,1.0466,67.6199,0.0000,2.2727,1.1490,8.0775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-31.620,-23.870,6.810,0.769,3.387,0.293884,0.620926,0.046385,0.023752,0.015052
237,864.00,2.000,-1.231,3.6985,4.7295,0.0000,19.7401,1.0355,67.7744,0.0000,2.2730,1.1448,8.0322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.113,-24.242,6.922,0.782,3.445,0.292371,0.622639,0.046414,0.023676,0.014900
238,863.00,2.000,-1.243,3.7607,4.7318,0.0000,19.6466,1.0246,67.9276,0.0000,2.2734,1.1406,7.9872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-32.599,-24.609,7.033,0.795,3.502,0.290869,0.624337,0.046444,0.023600,0.014749
239,862.00,2.000,-1.256,3.8222,4.7340,0.0000,19.5539,1.0138,68.0795,0.0000,2.2738,1.1365,7.9425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.078,-24.970,7.142,0.807,3.558,0.289377,0.626022,0.046474,0.023526,0.014601
240,861.00,2.000,-1.268,3.8831,4.7362,0.0000,19.4619,1.0032,68.2300,0.0000,2.2743,1.1324,7.8982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.550,-25.327,7.250,0.820,3.614,0.287894,0.627694,0.046504,0.023452,0.014455
