Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),    tephroite,     fayalite,   co-olivine,   ni-olivine, monticellite,   forsterite
474,863.50,2.000,-16.335,0.6239,3.7520,34.4052,0.0000,0.0000,0.0000,0.0000,40.0255,4.2084,21.1917,0.0000,0.0000,0.1692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.367,-5.933,1.261,0.166,0.663,0.051802,0.486451,0.000000,0.000000,0.005268,0.456479
475,863.00,2.000,-16.343,0.6181,3.7528,34.3959,0.0000,0.0000,0.0000,0.0000,40.0430,4.2413,21.1509,0.0000,0.0000,0.1689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.294,-5.875,1.249,0.165,0.656,0.052221,0.486794,0.000000,0.000000,0.005262,0.455723
476,862.50,2.000,-16.351,0.6124,3.7537,34.3867,0.0000,0.0000,0.0000,0.0000,40.0601,4.2742,21.1103,0.0000,0.0000,0.1687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.223,-5.818,1.237,0.163,0.650,0.052641,0.487134,0.000000,0.000000,0.005257,0.454969
477,862.00,2.000,-16.359,0.6068,3.7545,34.3774,0.0000,0.0000,0.0000,0.0000,40.0770,4.3072,21.0699,0.0000,0.0000,0.1685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.154,-5.763,1.225,0.162,0.644,0.053062,0.487470,0.000000,0.000000,0.005252,0.454217
478,861.50,2.000,-16.367,0.6013,3.7554,34.3682,0.0000,0.0000,0.0000,0.0000,40.0936,4.3403,21.0296,0.0000,0.0000,0.1683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.085,-5.708,1.214,0.160,0.638,0.053484,0.487802,0.000000,0.000000,0.005246,0.453468
479,861.00,2.000,-16.375,0.5960,3.7562,34.3591,0.0000,0.0000,0.0000,0.0000,40.1099,4.3736,20.9894,0.0000,0.0000,0.1681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.019,-5.654,1.203,0.159,0.632,0.053908,0.488131,0.000000,0.000000,0.005240,0.452721
480,860.50,2.000,-16.383,0.5907,3.7570,34.3499,0.0000,0.0000,0.0000,0.0000,40.1260,4.4069,20.9494,0.0000,0.0000,0.1678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.953,-5.602,1.192,0.157,0.626,0.054332,0.488456,0.000000,0.000000,0.005235,0.451977
481,860.00,2.000,-16.390,0.5856,3.7579,34.3409,0.0000,0.0000,0.0000,0.0000,40.1418,4.4403,20.9095,0.0000,0.0000,0.1676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.889,-5.550,1.181,0.156,0.621,0.054759,0.488778,0.000000,0.000000,0.005229,0.451235
482,859.50,2.000,-16.398,0.5805,3.7587,34.3318,0.0000,0.0000,0.0000,0.0000,40.1573,4.4737,20.8698,0.0000,0.0000,0.1674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.826,-5.500,1.170,0.154,0.615,0.055186,0.489096,0.000000,0.000000,0.005224,0.450495
483,859.00,2.000,-16.406,0.5755,3.7595,34.3228,0.0000,0.0000,0.0000,0.0000,40.1726,4.5073,20.8302,0.0000,0.0000,0.1672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.764,-5.450,1.160,0.153,0.610,0.055615,0.489410,0.000000,0.000000,0.005218,0.449757
484,858.50,2.000,-16.413,0.5707,3.7604,34.3138,0.0000,0.0000,0.0000,0.0000,40.1876,4.5409,20.7908,0.0000,0.0000,0.1669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.703,-5.402,1.150,0.152,0.604,0.056044,0.489722,0.000000,0.000000,0.005212,0.449022
485,858.00,2.000,-16.421,0.5659,3.7612,34.3048,0.0000,0.0000,0.0000,0.0000,40.2023,4.5747,20.7515,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.644,-5.354,1.140,0.150,0.599,0.056475,0.490029,0.000000,0.000000,0.005206,0.448289
486,857.50,2.000,-16.428,0.5612,3.7620,34.2959,0.0000,0.0000,0.0000,0.0000,40.2168,4.6085,20.7123,0.0000,0.0000,0.1665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.586,-5.308,1.130,0.149,0.594,0.056908,0.490334,0.000000,0.000000,0.005201,0.447558
487,857.00,2.000,-16.436,0.5566,3.7628,34.2870,0.0000,0.0000,0.0000,0.0000,40.2311,4.6424,20.6733,0.0000,0.0000,0.1662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.529,-5.262,1.121,0.148,0.589,0.057341,0.490635,0.000000,0.000000,0.005195,0.446830
488,856.50,2.000,-16.443,0.5522,3.7636,34.2781,0.0000,0.0000,0.0000,0.0000,40.2451,4.6763,20.6344,0.0000,0.0000,0.1660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.473,-5.217,1.111,0.147,0.584,0.057775,0.490932,0.000000,0.000000,0.005189,0.446103
489,856.00,2.000,-16.450,0.5478,3.7644,34.2693,0.0000,0.0000,0.0000,0.0000,40.2588,4.7104,20.5957,0.0000,0.0000,0.1658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.418,-5.173,1.102,0.146,0.579,0.058211,0.491226,0.000000,0.000000,0.005183,0.445379
490,855.50,2.000,-16.458,0.5434,3.7653,34.2605,0.0000,0.0000,0.0000,0.0000,40.2723,4.7445,20.5571,0.0000,0.0000,0.1656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.364,-5.130,1.093,0.144,0.575,0.058648,0.491517,0.000000,0.000000,0.005177,0.444657
491,855.00,2.000,-16.465,0.5392,3.7661,34.2518,0.0000,0.0000,0.0000,0.0000,40.2856,4.7787,20.5186,0.0000,0.0000,0.1653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.311,-5.088,1.084,0.143,0.570,0.059086,0.491805,0.000000,0.000000,0.005171,0.443938
492,854.50,2.000,-16.472,0.5351,3.7669,34.2430,0.0000,0.0000,0.0000,0.0000,40.2986,4.8130,20.4803,0.0000,0.0000,0.1651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.260,-5.047,1.076,0.142,0.565,0.059525,0.492089,0.000000,0.000000,0.005166,0.443220
493,854.00,2.000,-16.479,0.5240,3.7681,34.2289,0.0000,0.0000,0.0000,0.0000,40.3309,4.8568,20.4184,0.0000,0.0000,0.1650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.126,-4.939,1.053,0.139,0.553,0.060092,0.492687,0.000000,0.000000,0.005164,0.442057
494,853.50,2.000,-16.485,0.5095,3.7697,34.2120,0.0000,0.0000,0.0000,0.0000,40.3730,4.9058,20.3443,0.0000,0.0000,0.1649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.951,-4.798,1.023,0.135,0.538,0.060728,0.493445,0.000000,0.000000,0.005165,0.440662
495,853.00,2.000,-16.491,0.4954,3.7712,34.1952,0.0000,0.0000,0.0000,0.0000,40.4144,4.9549,20.2707,0.0000,0.0000,0.1649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.781,-4.660,0.995,0.131,0.523,0.061365,0.494194,0.000000,0.000000,0.005166,0.439275
496,852.50,2.000,-16.497,0.4816,3.7727,34.1785,0.0000,0.0000,0.0000,0.0000,40.4551,5.0039,20.1976,0.0000,0.0000,0.1648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.615,-4.527,0.967,0.128,0.508,0.062003,0.494933,0.000000,0.000000,0.005167,0.437897
497,852.00,2.000,-16.503,0.4682,3.7742,34.1619,0.0000,0.0000,0.0000,0.0000,40.4951,5.0531,20.1251,0.0000,0.0000,0.1648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.453,-4.396,0.939,0.124,0.494,0.062643,0.495663,0.000000,0.000000,0.005167,0.436527
498,851.50,2.000,-16.509,0.4551,3.7757,34.1455,0.0000,0.0000,0.0000,0.0000,40.5345,5.1023,20.0531,0.0000,0.0000,0.1647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.296,-4.270,0.913,0.121,0.480,0.063283,0.496383,0.000000,0.000000,0.005168,0.435166
499,851.00,2.000,-16.515,0.4423,3.7771,34.1292,0.0000,0.0000,0.0000,0.0000,40.5732,5.1515,19.9816,0.0000,0.0000,0.1646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.143,-4.146,0.887,0.117,0.466,0.063924,0.497095,0.000000,0.000000,0.005168,0.433813
500,850.50,2.000,-16.521,0.4299,3.7786,34.1130,0.0000,0.0000,0.0000,0.0000,40.6112,5.2007,19.9106,0.0000,0.0000,0.1646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.994,-4.026,0.861,0.114,0.453,0.064565,0.497797,0.000000,0.000000,0.005169,0.432469
501,850.00,2.000,-16.527,0.4177,3.7800,34.0969,0.0000,0.0000,0.0000,0.0000,40.6486,5.2500,19.8401,0.0000,0.0000,0.1645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.849,-3.909,0.837,0.111,0.440,0.065208,0.498490,0.000000,0.000000,0.005169,0.431133
502,849.50,2.000,-16.532,0.4059,3.7815,34.0809,0.0000,0.0000,0.0000,0.0000,40.6853,5.2993,19.7701,0.0000,0.0000,0.1644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.707,-3.795,0.813,0.107,0.427,0.065851,0.499174,0.000000,0.000000,0.005169,0.429805
503,849.00,2.000,-16.538,0.3943,3.7829,34.0650,0.0000,0.0000,0.0000,0.0000,40.7214,5.3487,19.7005,0.0000,0.0000,0.1643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.569,-3.683,0.789,0.104,0.415,0.066496,0.499850,0.000000,0.000000,0.005169,0.428485
504,848.50,2.000,-16.543,0.3831,3.7843,34.0493,0.0000,0.0000,0.0000,0.0000,40.7569,5.3980,19.6315,0.0000,0.0000,0.1643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.435,-3.575,0.767,0.101,0.403,0.067140,0.500517,0.000000,0.000000,0.005169,0.427173
505,848.00,2.000,-16.548,0.3721,3.7858,34.0337,0.0000,0.0000,0.0000,0.0000,40.7918,5.4474,19.5629,0.0000,0.0000,0.1642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.304,-3.470,0.744,0.098,0.391,0.067786,0.501176,0.000000,0.000000,0.005169,0.425870
506,847.50,2.000,-16.554,0.3614,3.7872,34.0181,0.0000,0.0000,0.0000,0.0000,40.8261,5.4969,19.4949,0.0000,0.0000,0.1641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.177,-3.367,0.723,0.095,0.379,0.068432,0.501826,0.000000,0.000000,0.005168,0.424573
507,847.00,2.000,-16.559,0.3509,3.7886,34.0027,0.0000,0.0000,0.0000,0.0000,40.8598,5.5463,19.4272,0.0000,0.0000,0.1640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.052,-3.267,0.701,0.093,0.368,0.069079,0.502468,0.000000,0.000000,0.005168,0.423285
508,846.50,2.000,-16.564,0.3407,3.7900,33.9874,0.0000,0.0000,0.0000,0.0000,40.8929,5.5957,19.3601,0.0000,0.0000,0.1639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.931,-3.169,0.681,0.090,0.357,0.069726,0.503102,0.000000,0.000000,0.005167,0.422004
509,846.00,2.000,-16.569,0.3308,3.7913,33.9722,0.0000,0.0000,0.0000,0.0000,40.9254,5.6452,19.2934,0.0000,0.0000,0.1638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.813,-3.074,0.661,0.087,0.347,0.070374,0.503728,0.000000,0.000000,0.005167,0.420731
510,845.50,2.000,-16.574,0.3210,3.7927,33.9571,0.0000,0.0000,0.0000,0.0000,40.9574,5.6947,19.2271,0.0000,0.0000,0.1637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.698,-2.981,0.641,0.085,0.336,0.071022,0.504346,0.000000,0.000000,0.005166,0.419466
511,845.00,2.000,-16.579,0.3116,3.7941,33.9421,0.0000,0.0000,0.0000,0.0000,40.9888,5.7442,19.1613,0.0000,0.0000,0.1636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.586,-2.891,0.622,0.082,0.326,0.071671,0.504956,0.000000,0.000000,0.005165,0.418208
512,844.50,2.000,-16.583,0.3023,3.7954,33.9271,0.0000,0.0000,0.0000,0.0000,41.0197,5.7937,19.0959,0.0000,0.0000,0.1635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.477,-2.803,0.603,0.080,0.317,0.072321,0.505558,0.000000,0.000000,0.005164,0.416957
513,844.00,2.000,-16.588,0.2933,3.7968,33.9123,0.0000,0.0000,0.0000,0.0000,41.0501,5.8432,19.0310,0.0000,0.0000,0.1634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.370,-2.717,0.585,0.077,0.307,0.072970,0.506153,0.000000,0.000000,0.005163,0.415713
514,843.50,2.000,-16.593,0.2845,3.7981,33.8976,0.0000,0.0000,0.0000,0.0000,41.0799,5.8927,18.9665,0.0000,0.0000,0.1633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.266,-2.633,0.567,0.075,0.298,0.073620,0.506740,0.000000,0.000000,0.005162,0.414477
515,843.00,2.000,-16.597,0.2759,3.7994,33.8830,0.0000,0.0000,0.0000,0.0000,41.1092,5.9422,18.9024,0.0000,0.0000,0.1632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.165,-2.551,0.550,0.073,0.289,0.074271,0.507320,0.000000,0.000000,0.005161,0.413248
516,842.50,2.000,-16.602,0.2675,3.8007,33.8685,0.0000,0.0000,0.0000,0.0000,41.1379,5.9917,18.8388,0.0000,0.0000,0.1631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.066,-2.472,0.533,0.070,0.280,0.074922,0.507893,0.000000,0.000000,0.005160,0.412026
517,842.00,2.000,-16.606,0.2593,3.8021,33.8541,0.0000,0.0000,0.0000,0.0000,41.1662,6.0412,18.7755,0.0000,0.0000,0.1630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.970,-2.394,0.516,0.068,0.271,0.075573,0.508458,0.000000,0.000000,0.005158,0.410810
518,841.50,2.000,-16.610,0.2513,3.8034,33.8398,0.0000,0.0000,0.0000,0.0000,41.1940,6.0907,18.7127,0.0000,0.0000,0.1629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.876,-2.319,0.500,0.066,0.262,0.076224,0.509017,0.000000,0.000000,0.005157,0.409602
519,841.00,2.000,-16.615,0.2435,3.8047,33.8256,0.0000,0.0000,0.0000,0.0000,41.2212,6.1402,18.6503,0.0000,0.0000,0.1628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.785,-2.245,0.485,0.064,0.254,0.076876,0.509568,0.000000,0.000000,0.005155,0.408401
520,840.50,2.000,-16.619,0.2359,3.8059,33.8114,0.0000,0.0000,0.0000,0.0000,41.2480,6.1897,18.5883,0.0000,0.0000,0.1626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.696,-2.173,0.469,0.062,0.246,0.077528,0.510112,0.000000,0.000000,0.005154,0.407206
521,840.00,2.000,-16.623,0.2285,3.8072,33.7974,0.0000,0.0000,0.0000,0.0000,41.2743,6.2391,18.5266,0.0000,0.0000,0.1625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.609,-2.103,0.454,0.060,0.238,0.078180,0.510650,0.000000,0.000000,0.005152,0.406018
522,839.50,2.000,-16.627,0.2212,3.8085,33.7834,0.0000,0.0000,0.0000,0.0000,41.3002,6.2886,18.4654,0.0000,0.0000,0.1624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.524,-2.035,0.440,0.058,0.231,0.078833,0.511181,0.000000,0.000000,0.005150,0.404837
523,839.00,2.000,-16.631,0.2141,3.8098,33.7696,0.0000,0.0000,0.0000,0.0000,41.3256,6.3381,18.4045,0.0000,0.0000,0.1623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.441,-1.968,0.425,0.056,0.223,0.079485,0.511705,0.000000,0.000000,0.005148,0.403662
524,838.50,2.000,-16.635,0.2072,3.8110,33.7558,0.0000,0.0000,0.0000,0.0000,41.3505,6.3875,18.3441,0.0000,0.0000,0.1621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.360,-1.903,0.412,0.054,0.216,0.080138,0.512222,0.000000,0.000000,0.005146,0.402493
525,838.00,2.000,-16.639,0.2004,3.8123,33.7421,0.0000,0.0000,0.0000,0.0000,41.3750,6.4369,18.2840,0.0000,0.0000,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.282,-1.839,0.398,0.053,0.209,0.080791,0.512733,0.000000,0.000000,0.005144,0.401331
526,837.50,2.000,-16.643,0.1938,3.8135,33.7285,0.0000,0.0000,0.0000,0.0000,41.3990,6.4863,18.2243,0.0000,0.0000,0.1619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.205,-1.778,0.385,0.051,0.202,0.081444,0.513238,0.000000,0.000000,0.005142,0.400176
527,837.00,2.000,-16.647,0.1874,3.8147,33.7150,0.0000,0.0000,0.0000,0.0000,41.4226,6.5357,18.1650,0.0000,0.0000,0.1617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.130,-1.717,0.372,0.049,0.195,0.082097,0.513736,0.000000,0.000000,0.005140,0.399027
528,836.50,2.000,-16.651,0.1811,3.8160,33.7015,0.0000,0.0000,0.0000,0.0000,41.4458,6.5851,18.1060,0.0000,0.0000,0.1616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.057,-1.658,0.359,0.047,0.188,0.082750,0.514229,0.000000,0.000000,0.005138,0.397884
529,836.00,2.000,-16.654,0.1750,3.8172,33.6882,0.0000,0.0000,0.0000,0.0000,41.4685,6.6344,18.0474,0.0000,0.0000,0.1615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.986,-1.601,0.347,0.046,0.182,0.083403,0.514715,0.000000,0.000000,0.005135,0.396747
530,835.50,2.000,-16.658,0.1690,3.8184,33.6749,0.0000,0.0000,0.0000,0.0000,41.4908,6.6838,17.9891,0.0000,0.0000,0.1613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.916,-1.545,0.335,0.044,0.176,0.084056,0.515195,0.000000,0.000000,0.005133,0.395616
531,835.00,2.000,-16.661,0.1631,3.8196,33.6617,0.0000,0.0000,0.0000,0.0000,41.5127,6.7331,17.9313,0.0000,0.0000,0.1612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.848,-1.490,0.323,0.043,0.169,0.084710,0.515669,0.000000,0.000000,0.005130,0.394492
532,834.50,2.000,-16.665,0.1574,3.8208,33.6486,0.0000,0.0000,0.0000,0.0000,41.5342,6.7824,17.8737,0.0000,0.0000,0.1610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.782,-1.437,0.312,0.041,0.163,0.085363,0.516137,0.000000,0.000000,0.005128,0.393373
533,834.00,2.000,-16.669,0.1518,3.8220,33.6356,0.0000,0.0000,0.0000,0.0000,41.5554,6.8316,17.8165,0.0000,0.0000,0.1609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.718,-1.385,0.300,0.040,0.158,0.086016,0.516599,0.000000,0.000000,0.005125,0.392260
534,833.50,2.000,-16.672,0.1463,3.8232,33.6227,0.0000,0.0000,0.0000,0.0000,41.5761,6.8808,17.7597,0.0000,0.0000,0.1607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.655,-1.334,0.290,0.038,0.152,0.086669,0.517055,0.000000,0.000000,0.005122,0.391153
535,833.00,2.000,-16.675,0.1410,3.8244,33.6098,0.0000,0.0000,0.0000,0.0000,41.5964,6.9300,17.7032,0.0000,0.0000,0.1606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.593,-1.285,0.279,0.037,0.146,0.087322,0.517506,0.000000,0.000000,0.005119,0.390052
536,832.50,2.000,-16.679,0.1358,3.8255,33.5970,0.0000,0.0000,0.0000,0.0000,41.6163,6.9792,17.6470,0.0000,0.0000,0.1604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.533,-1.236,0.269,0.035,0.141,0.087975,0.517951,0.000000,0.000000,0.005116,0.388957
537,832.00,2.000,-16.682,0.1307,3.8267,33.5843,0.0000,0.0000,0.0000,0.0000,41.6359,7.0283,17.5912,0.0000,0.0000,0.1603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.475,-1.189,0.258,0.034,0.135,0.088628,0.518391,0.000000,0.000000,0.005113,0.387867
538,831.50,2.000,-16.685,0.1257,3.8279,33.5717,0.0000,0.0000,0.0000,0.0000,41.6551,7.0774,17.5357,0.0000,0.0000,0.1601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.418,-1.143,0.248,0.033,0.130,0.089281,0.518825,0.000000,0.000000,0.005110,0.386783
539,831.00,2.000,-16.688,0.1209,3.8290,33.5591,0.0000,0.0000,0.0000,0.0000,41.6739,7.1265,17.4805,0.0000,0.0000,0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.362,-1.098,0.239,0.032,0.125,0.089934,0.519254,0.000000,0.000000,0.005107,0.385705
540,830.50,2.000,-16.692,0.1161,3.8302,33.5466,0.0000,0.0000,0.0000,0.0000,41.6924,7.1755,17.4256,0.0000,0.0000,0.1598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.308,-1.055,0.229,0.030,0.120,0.090586,0.519678,0.000000,0.000000,0.005104,0.384632
541,830.00,2.000,-16.695,0.1115,3.8313,33.5342,0.0000,0.0000,0.0000,0.0000,41.7105,7.2245,17.3711,0.0000,0.0000,0.1596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.255,-1.012,0.220,0.029,0.115,0.091238,0.520096,0.000000,0.000000,0.005101,0.383565
542,829.50,2.000,-16.698,0.1070,3.8324,33.5219,0.0000,0.0000,0.0000,0.0000,41.7283,7.2735,17.3169,0.0000,0.0000,0.1595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.203,-0.970,0.211,0.028,0.111,0.091891,0.520509,0.000000,0.000000,0.005097,0.382503
543,829.00,2.000,-16.701,0.1026,3.8336,33.5096,0.0000,0.0000,0.0000,0.0000,41.7457,7.3224,17.2629,0.0000,0.0000,0.1593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.153,-0.930,0.202,0.027,0.106,0.092543,0.520917,0.000000,0.000000,0.005094,0.381447
544,828.50,2.000,-16.704,0.0983,3.8347,33.4974,0.0000,0.0000,0.0000,0.0000,41.7628,7.3713,17.2093,0.0000,0.0000,0.1591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.103,-0.890,0.194,0.026,0.102,0.093194,0.521320,0.000000,0.000000,0.005090,0.380396
545,828.00,2.000,-16.707,0.0940,3.8358,33.4853,0.0000,0.0000,0.0000,0.0000,41.7795,7.4202,17.1560,0.0000,0.0000,0.1590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.055,-0.851,0.185,0.025,0.097,0.093846,0.521718,0.000000,0.000000,0.005087,0.379350
546,827.50,2.000,-16.710,0.0899,3.8369,33.4732,0.0000,0.0000,0.0000,0.0000,41.7959,7.4690,17.1031,0.0000,0.0000,0.1588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.008,-0.813,0.177,0.023,0.093,0.094497,0.522110,0.000000,0.000000,0.005083,0.378309
547,827.00,2.000,-16.713,0.0859,3.8380,33.4612,0.0000,0.0000,0.0000,0.0000,41.8120,7.5177,17.0504,0.0000,0.0000,0.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.963,-0.777,0.169,0.022,0.089,0.095148,0.522499,0.000000,0.000000,0.005079,0.377274
548,826.50,2.000,-16.715,0.0820,3.8391,33.4493,0.0000,0.0000,0.0000,0.0000,41.8278,7.5665,16.9980,0.0000,0.0000,0.1585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.918,-0.741,0.161,0.021,0.085,0.095799,0.522882,0.000000,0.000000,0.005076,0.376243
549,826.00,2.000,-16.718,0.0781,3.8402,33.4375,0.0000,0.0000,0.0000,0.0000,41.8432,7.6152,16.9459,0.0000,0.0000,0.1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.875,-0.705,0.154,0.020,0.081,0.096450,0.523260,0.000000,0.000000,0.005072,0.375218
550,825.50,2.000,-16.721,0.0744,3.8413,33.4257,0.0000,0.0000,0.0000,0.0000,41.8584,7.6638,16.8941,0.0000,0.0000,0.1581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.832,-0.671,0.146,0.019,0.077,0.097100,0.523634,0.000000,0.000000,0.005068,0.374198
551,825.00,2.000,-16.724,0.0707,3.8424,33.4140,0.0000,0.0000,0.0000,0.0000,41.8732,7.7124,16.8425,0.0000,0.0000,0.1579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.791,-0.638,0.139,0.018,0.073,0.097750,0.524003,0.000000,0.000000,0.005064,0.373183
552,824.50,2.000,-16.726,0.0672,3.8434,33.4023,0.0000,0.0000,0.0000,0.0000,41.8877,7.7609,16.7913,0.0000,0.0000,0.1578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.750,-0.605,0.132,0.017,0.069,0.098400,0.524368,0.000000,0.000000,0.005060,0.372172
