Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),    tephroite,     fayalite,   co-olivine,   ni-olivine, monticellite,   forsterite
395,903.00,2.000,-15.511,1.6847,3.6740,35.2591,0.0000,0.0000,0.0000,0.0000,37.6098,2.0243,24.9227,0.0000,0.0000,0.1840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.856,-16.749,3.492,0.459,1.837,0.024314,0.446021,0.000000,0.000000,0.005593,0.524072
396,902.50,2.000,-15.524,1.6602,3.6751,35.2468,0.0000,0.0000,0.0000,0.0000,37.6546,2.0455,24.8691,0.0000,0.0000,0.1839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.539,-16.495,3.440,0.452,1.809,0.024578,0.446709,0.000000,0.000000,0.005590,0.523124
397,902.00,2.000,-15.537,1.6362,3.6762,35.2346,0.0000,0.0000,0.0000,0.0000,37.6991,2.0669,24.8157,0.0000,0.0000,0.1837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.228,-16.245,3.389,0.445,1.783,0.024843,0.447392,0.000000,0.000000,0.005587,0.522178
398,901.50,2.000,-15.550,1.6125,3.6773,35.2224,0.0000,0.0000,0.0000,0.0000,37.7432,2.0884,24.7625,0.0000,0.0000,0.1836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.923,-16.000,3.339,0.438,1.756,0.025111,0.448070,0.000000,0.000000,0.005584,0.521235
399,901.00,2.000,-15.563,1.5893,3.6784,35.2102,0.0000,0.0000,0.0000,0.0000,37.7868,2.1101,24.7094,0.0000,0.0000,0.1834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.622,-15.759,3.290,0.432,1.730,0.025380,0.448743,0.000000,0.000000,0.005581,0.520295
400,900.50,2.000,-15.576,1.5664,3.6795,35.1981,0.0000,0.0000,0.0000,0.0000,37.8301,2.1320,24.6566,0.0000,0.0000,0.1833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.327,-15.523,3.242,0.426,1.705,0.025652,0.449412,0.000000,0.000000,0.005578,0.519358
401,900.00,2.000,-15.589,1.5439,3.6806,35.1860,0.0000,0.0000,0.0000,0.0000,37.8730,2.1540,24.6039,0.0000,0.0000,0.1831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.037,-15.290,3.194,0.419,1.680,0.025925,0.450077,0.000000,0.000000,0.005575,0.518423
402,899.50,2.000,-15.601,1.5218,3.6817,35.1739,0.0000,0.0000,0.0000,0.0000,37.9156,2.1761,24.5514,0.0000,0.0000,0.1829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.752,-15.061,3.147,0.413,1.655,0.026201,0.450736,0.000000,0.000000,0.005572,0.517491
403,899.00,2.000,-15.614,1.5000,3.6828,35.1620,0.0000,0.0000,0.0000,0.0000,37.9577,2.1984,24.4992,0.0000,0.0000,0.1828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.472,-14.837,3.101,0.407,1.631,0.026478,0.451391,0.000000,0.000000,0.005569,0.516561
404,898.50,2.000,-15.626,1.4787,3.6839,35.1500,0.0000,0.0000,0.0000,0.0000,37.9995,2.2209,24.4471,0.0000,0.0000,0.1826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.197,-14.616,3.056,0.401,1.607,0.026758,0.452041,0.000000,0.000000,0.005566,0.515635
405,898.00,2.000,-15.639,1.4576,3.6850,35.1381,0.0000,0.0000,0.0000,0.0000,38.0408,2.2435,24.3951,0.0000,0.0000,0.1825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.926,-14.399,3.012,0.396,1.584,0.027039,0.452687,0.000000,0.000000,0.005563,0.514711
406,897.50,2.000,-15.651,1.4370,3.6861,35.1262,0.0000,0.0000,0.0000,0.0000,38.0818,2.2662,24.3434,0.0000,0.0000,0.1823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.661,-14.186,2.968,0.390,1.561,0.027323,0.453328,0.000000,0.000000,0.005560,0.513789
407,897.00,2.000,-15.664,1.4166,3.6871,35.1144,0.0000,0.0000,0.0000,0.0000,38.1225,2.2891,24.2919,0.0000,0.0000,0.1821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.399,-13.977,2.925,0.384,1.538,0.027608,0.453964,0.000000,0.000000,0.005557,0.512871
408,896.50,2.000,-15.676,1.3966,3.6882,35.1026,0.0000,0.0000,0.0000,0.0000,38.1627,2.3122,24.2405,0.0000,0.0000,0.1820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.143,-13.771,2.883,0.379,1.516,0.027896,0.454596,0.000000,0.000000,0.005554,0.511955
409,896.00,2.000,-15.688,1.3770,3.6893,35.0909,0.0000,0.0000,0.0000,0.0000,38.2026,2.3354,24.1893,0.0000,0.0000,0.1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.891,-13.569,2.841,0.373,1.494,0.028185,0.455223,0.000000,0.000000,0.005550,0.511042
410,895.50,2.000,-15.700,1.3577,3.6903,35.0792,0.0000,0.0000,0.0000,0.0000,38.2421,2.3587,24.1384,0.0000,0.0000,0.1816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.643,-13.370,2.800,0.368,1.472,0.028477,0.455845,0.000000,0.000000,0.005547,0.510131
411,895.00,2.000,-15.712,1.3387,3.6914,35.0676,0.0000,0.0000,0.0000,0.0000,38.2812,2.3823,24.0876,0.0000,0.0000,0.1814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.400,-13.175,2.760,0.363,1.451,0.028770,0.456463,0.000000,0.000000,0.005544,0.509223
412,894.50,2.000,-15.724,1.3200,3.6925,35.0560,0.0000,0.0000,0.0000,0.0000,38.3199,2.4059,24.0369,0.0000,0.0000,0.1813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.160,-12.983,2.721,0.357,1.431,0.029065,0.457077,0.000000,0.000000,0.005540,0.508318
413,894.00,2.000,-15.736,1.3016,3.6935,35.0444,0.0000,0.0000,0.0000,0.0000,38.3583,2.4297,23.9865,0.0000,0.0000,0.1811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.925,-12.795,2.682,0.352,1.410,0.029363,0.457685,0.000000,0.000000,0.005537,0.507415
414,893.50,2.000,-15.748,1.2836,3.6946,35.0329,0.0000,0.0000,0.0000,0.0000,38.3963,2.4537,23.9362,0.0000,0.0000,0.1809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.695,-12.610,2.644,0.347,1.390,0.029662,0.458289,0.000000,0.000000,0.005533,0.506516
415,893.00,2.000,-15.760,1.2658,3.6956,35.0214,0.0000,0.0000,0.0000,0.0000,38.4339,2.4778,23.8862,0.0000,0.0000,0.1808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.468,-12.428,2.607,0.343,1.370,0.029963,0.458889,0.000000,0.000000,0.005530,0.505618
416,892.50,2.000,-15.772,1.2482,3.6967,35.0098,0.0000,0.0000,0.0000,0.0000,38.4712,2.5026,23.8357,0.0000,0.0000,0.1806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.242,-12.247,2.570,0.338,1.351,0.030273,0.459486,0.000000,0.000000,0.005526,0.504715
417,892.00,2.000,-15.783,1.2306,3.6977,34.9982,0.0000,0.0000,0.0000,0.0000,38.5082,2.5281,23.7851,0.0000,0.0000,0.1804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.019,-12.068,2.533,0.333,1.331,0.030592,0.460080,0.000000,0.000000,0.005523,0.503806
418,891.50,2.000,-15.795,1.2135,3.6988,34.9867,0.0000,0.0000,0.0000,0.0000,38.5447,2.5537,23.7346,0.0000,0.0000,0.1802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.799,-11.892,2.496,0.328,1.312,0.030912,0.460669,0.000000,0.000000,0.005520,0.502900
419,891.00,2.000,-15.806,1.1966,3.6998,34.9751,0.0000,0.0000,0.0000,0.0000,38.5809,2.5795,23.6843,0.0000,0.0000,0.1801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.584,-11.719,2.461,0.323,1.294,0.031235,0.461253,0.000000,0.000000,0.005516,0.501996
420,890.50,2.000,-15.818,1.1800,3.7009,34.9637,0.0000,0.0000,0.0000,0.0000,38.6167,2.6055,23.6342,0.0000,0.0000,0.1799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.373,-11.550,2.426,0.319,1.275,0.031559,0.461832,0.000000,0.000000,0.005513,0.501096
421,890.00,2.000,-15.829,1.1637,3.7019,34.9522,0.0000,0.0000,0.0000,0.0000,38.6521,2.6316,23.5843,0.0000,0.0000,0.1797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.166,-11.384,2.392,0.314,1.257,0.031886,0.462407,0.000000,0.000000,0.005509,0.500198
422,889.50,2.000,-15.840,1.1478,3.7030,34.9409,0.0000,0.0000,0.0000,0.0000,38.6871,2.6579,23.5346,0.0000,0.0000,0.1795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.963,-11.221,2.358,0.310,1.240,0.032215,0.462977,0.000000,0.000000,0.005506,0.499303
423,889.00,2.000,-15.851,1.1321,3.7040,34.9295,0.0000,0.0000,0.0000,0.0000,38.7218,2.6843,23.4851,0.0000,0.0000,0.1794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.764,-11.061,2.325,0.306,1.222,0.032545,0.463542,0.000000,0.000000,0.005502,0.498411
424,888.50,2.000,-15.862,1.1167,3.7050,34.9182,0.0000,0.0000,0.0000,0.0000,38.7560,2.7108,23.4357,0.0000,0.0000,0.1792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.568,-10.904,2.293,0.301,1.205,0.032878,0.464102,0.000000,0.000000,0.005498,0.497522
425,888.00,2.000,-15.873,1.1016,3.7060,34.9070,0.0000,0.0000,0.0000,0.0000,38.7899,2.7375,23.3866,0.0000,0.0000,0.1790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.376,-10.751,2.261,0.297,1.189,0.033213,0.464657,0.000000,0.000000,0.005494,0.496635
426,887.50,2.000,-15.884,1.0868,3.7071,34.8957,0.0000,0.0000,0.0000,0.0000,38.8234,2.7644,23.3376,0.0000,0.0000,0.1788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.188,-10.600,2.230,0.293,1.172,0.033549,0.465208,0.000000,0.000000,0.005491,0.495752
427,887.00,2.000,-15.895,1.0722,3.7081,34.8846,0.0000,0.0000,0.0000,0.0000,38.8565,2.7914,23.2888,0.0000,0.0000,0.1787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.004,-10.452,2.199,0.289,1.156,0.033888,0.465754,0.000000,0.000000,0.005487,0.494871
428,886.50,2.000,-15.906,1.0579,3.7091,34.8734,0.0000,0.0000,0.0000,0.0000,38.8893,2.8185,23.2402,0.0000,0.0000,0.1785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.822,-10.307,2.170,0.285,1.140,0.034228,0.466296,0.000000,0.000000,0.005483,0.493993
429,886.00,2.000,-15.917,1.0439,3.7101,34.8624,0.0000,0.0000,0.0000,0.0000,38.9217,2.8458,23.1918,0.0000,0.0000,0.1783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.645,-10.164,2.140,0.281,1.125,0.034571,0.466832,0.000000,0.000000,0.005479,0.493118
430,885.50,2.000,-15.927,1.0302,3.7111,34.8513,0.0000,0.0000,0.0000,0.0000,38.9537,2.8733,23.1436,0.0000,0.0000,0.1781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.471,-10.024,2.111,0.278,1.110,0.034915,0.467364,0.000000,0.000000,0.005475,0.492245
431,885.00,2.000,-15.938,1.0167,3.7121,34.8403,0.0000,0.0000,0.0000,0.0000,38.9853,2.9009,23.0955,0.0000,0.0000,0.1779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.300,-9.887,2.083,0.274,1.095,0.035262,0.467892,0.000000,0.000000,0.005471,0.491375
432,884.50,2.000,-15.949,1.0034,3.7131,34.8294,0.0000,0.0000,0.0000,0.0000,39.0166,2.9286,23.0477,0.0000,0.0000,0.1777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.132,-9.753,2.055,0.270,1.080,0.035610,0.468414,0.000000,0.000000,0.005467,0.490508
433,884.00,2.000,-15.959,0.9904,3.7141,34.8184,0.0000,0.0000,0.0000,0.0000,39.0475,2.9565,23.0000,0.0000,0.0000,0.1775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.967,-9.621,2.028,0.267,1.066,0.035960,0.468932,0.000000,0.000000,0.005463,0.489644
434,883.50,2.000,-15.969,0.9776,3.7151,34.8076,0.0000,0.0000,0.0000,0.0000,39.0781,2.9845,22.9525,0.0000,0.0000,0.1774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.806,-9.492,2.001,0.263,1.052,0.036312,0.469446,0.000000,0.000000,0.005459,0.488783
435,883.00,2.000,-15.980,0.9651,3.7161,34.7967,0.0000,0.0000,0.0000,0.0000,39.1083,3.0127,22.9051,0.0000,0.0000,0.1772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.648,-9.365,1.975,0.260,1.038,0.036666,0.469955,0.000000,0.000000,0.005455,0.487924
436,882.50,2.000,-15.990,0.9528,3.7171,34.7860,0.0000,0.0000,0.0000,0.0000,39.1381,3.0410,22.8580,0.0000,0.0000,0.1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.493,-9.240,1.949,0.256,1.024,0.037022,0.470459,0.000000,0.000000,0.005451,0.487068
437,882.00,2.000,-16.000,0.9408,3.7181,34.7752,0.0000,0.0000,0.0000,0.0000,39.1676,3.0694,22.8110,0.0000,0.0000,0.1768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.341,-9.118,1.924,0.253,1.011,0.037380,0.470959,0.000000,0.000000,0.005447,0.486214
438,881.50,2.000,-16.010,0.9289,3.7190,34.7645,0.0000,0.0000,0.0000,0.0000,39.1967,3.0980,22.7642,0.0000,0.0000,0.1766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.191,-8.999,1.899,0.250,0.998,0.037740,0.471454,0.000000,0.000000,0.005443,0.485364
439,881.00,2.000,-16.020,0.9173,3.7200,34.7538,0.0000,0.0000,0.0000,0.0000,39.2255,3.1267,22.7176,0.0000,0.0000,0.1764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.045,-8.881,1.875,0.247,0.985,0.038101,0.471945,0.000000,0.000000,0.005438,0.484516
440,880.50,2.000,-16.030,0.9059,3.7210,34.7432,0.0000,0.0000,0.0000,0.0000,39.2539,3.1555,22.6712,0.0000,0.0000,0.1762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.901,-8.766,1.851,0.243,0.973,0.038464,0.472431,0.000000,0.000000,0.005434,0.483671
441,880.00,2.000,-16.040,0.8948,3.7220,34.7326,0.0000,0.0000,0.0000,0.0000,39.2819,3.1845,22.6249,0.0000,0.0000,0.1760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.760,-8.653,1.827,0.240,0.960,0.038829,0.472913,0.000000,0.000000,0.005430,0.482828
442,879.50,2.000,-16.050,0.8838,3.7229,34.7221,0.0000,0.0000,0.0000,0.0000,39.3097,3.2136,22.5788,0.0000,0.0000,0.1758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.622,-8.542,1.804,0.237,0.948,0.039196,0.473390,0.000000,0.000000,0.005425,0.481988
443,879.00,2.000,-16.060,0.8730,3.7239,34.7116,0.0000,0.0000,0.0000,0.0000,39.3370,3.2428,22.5329,0.0000,0.0000,0.1756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.487,-8.434,1.782,0.234,0.936,0.039565,0.473863,0.000000,0.000000,0.005421,0.481151
444,878.50,2.000,-16.070,0.8625,3.7248,34.7011,0.0000,0.0000,0.0000,0.0000,39.3641,3.2722,22.4872,0.0000,0.0000,0.1754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.354,-8.327,1.760,0.232,0.925,0.039935,0.474332,0.000000,0.000000,0.005417,0.480317
445,878.00,2.000,-16.080,0.8521,3.7258,34.6907,0.0000,0.0000,0.0000,0.0000,39.3907,3.3017,22.4416,0.0000,0.0000,0.1752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.223,-8.223,1.738,0.229,0.913,0.040307,0.474796,0.000000,0.000000,0.005412,0.479485
446,877.50,2.000,-16.089,0.8419,3.7267,34.6803,0.0000,0.0000,0.0000,0.0000,39.4171,3.3313,22.3962,0.0000,0.0000,0.1750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.096,-8.120,1.717,0.226,0.902,0.040681,0.475256,0.000000,0.000000,0.005408,0.478656
447,877.00,2.000,-16.099,0.8320,3.7277,34.6700,0.0000,0.0000,0.0000,0.0000,39.4431,3.3611,22.3510,0.0000,0.0000,0.1748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.970,-8.020,1.696,0.223,0.891,0.041057,0.475711,0.000000,0.000000,0.005403,0.477829
448,876.50,2.000,-16.108,0.8222,3.7286,34.6597,0.0000,0.0000,0.0000,0.0000,39.4688,3.3910,22.3059,0.0000,0.0000,0.1746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.847,-7.921,1.675,0.221,0.880,0.041434,0.476162,0.000000,0.000000,0.005399,0.477005
449,876.00,2.000,-16.118,0.8126,3.7296,34.6494,0.0000,0.0000,0.0000,0.0000,39.4941,3.4210,22.2610,0.0000,0.0000,0.1744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.727,-7.825,1.655,0.218,0.870,0.041813,0.476609,0.000000,0.000000,0.005394,0.476184
450,875.50,2.000,-16.127,0.8032,3.7305,34.6392,0.0000,0.0000,0.0000,0.0000,39.5191,3.4511,22.2163,0.0000,0.0000,0.1742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.608,-7.730,1.636,0.215,0.860,0.042194,0.477052,0.000000,0.000000,0.005389,0.475365
451,875.00,2.000,-16.137,0.7939,3.7314,34.6290,0.0000,0.0000,0.0000,0.0000,39.5438,3.4814,22.1717,0.0000,0.0000,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.493,-7.637,1.616,0.213,0.849,0.042576,0.477490,0.000000,0.000000,0.005385,0.474549
452,874.50,2.000,-16.146,0.7848,3.7324,34.6189,0.0000,0.0000,0.0000,0.0000,39.5682,3.5118,22.1274,0.0000,0.0000,0.1738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.379,-7.546,1.597,0.210,0.839,0.042960,0.477924,0.000000,0.000000,0.005380,0.473736
453,874.00,2.000,-16.155,0.7760,3.7333,34.6088,0.0000,0.0000,0.0000,0.0000,39.5922,3.5423,22.0831,0.0000,0.0000,0.1736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.267,-7.456,1.579,0.208,0.830,0.043346,0.478354,0.000000,0.000000,0.005375,0.472925
454,873.50,2.000,-16.164,0.7672,3.7342,34.5987,0.0000,0.0000,0.0000,0.0000,39.6159,3.5729,22.0391,0.0000,0.0000,0.1734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.158,-7.369,1.560,0.205,0.820,0.043733,0.478780,0.000000,0.000000,0.005370,0.472116
455,873.00,2.000,-16.173,0.7587,3.7351,34.5887,0.0000,0.0000,0.0000,0.0000,39.6393,3.6036,21.9952,0.0000,0.0000,0.1732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.051,-7.283,1.543,0.203,0.811,0.044122,0.479201,0.000000,0.000000,0.005366,0.471311
456,872.50,2.000,-16.182,0.7503,3.7360,34.5787,0.0000,0.0000,0.0000,0.0000,39.6624,3.6345,21.9515,0.0000,0.0000,0.1730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.946,-7.198,1.525,0.201,0.801,0.044513,0.479619,0.000000,0.000000,0.005361,0.470508
457,872.00,2.000,-16.191,0.7420,3.7370,34.5687,0.0000,0.0000,0.0000,0.0000,39.6851,3.6654,21.9079,0.0000,0.0000,0.1728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.842,-7.116,1.508,0.199,0.792,0.044905,0.480032,0.000000,0.000000,0.005356,0.469707
458,871.50,2.000,-16.200,0.7340,3.7379,34.5588,0.0000,0.0000,0.0000,0.0000,39.7076,3.6965,21.8645,0.0000,0.0000,0.1726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.741,-7.035,1.491,0.196,0.784,0.045299,0.480441,0.000000,0.000000,0.005351,0.468909
459,871.00,2.000,-16.209,0.7260,3.7388,34.5489,0.0000,0.0000,0.0000,0.0000,39.7297,3.7277,21.8213,0.0000,0.0000,0.1724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.642,-6.955,1.474,0.194,0.775,0.045694,0.480846,0.000000,0.000000,0.005346,0.468113
460,870.50,2.000,-16.218,0.7183,3.7397,34.5391,0.0000,0.0000,0.0000,0.0000,39.7515,3.7590,21.7782,0.0000,0.0000,0.1722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.545,-6.877,1.458,0.192,0.766,0.046091,0.481247,0.000000,0.000000,0.005341,0.467320
461,870.00,2.000,-16.227,0.7106,3.7406,34.5293,0.0000,0.0000,0.0000,0.0000,39.7730,3.7904,21.7353,0.0000,0.0000,0.1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.450,-6.801,1.442,0.190,0.758,0.046490,0.481644,0.000000,0.000000,0.005336,0.466530
462,869.50,2.000,-16.235,0.7032,3.7415,34.5195,0.0000,0.0000,0.0000,0.0000,39.7942,3.8220,21.6925,0.0000,0.0000,0.1718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.356,-6.726,1.427,0.188,0.750,0.046890,0.482037,0.000000,0.000000,0.005331,0.465742
463,869.00,2.000,-16.244,0.6958,3.7424,34.5098,0.0000,0.0000,0.0000,0.0000,39.8151,3.8536,21.6499,0.0000,0.0000,0.1715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.264,-6.653,1.411,0.186,0.742,0.047291,0.482427,0.000000,0.000000,0.005326,0.464957
464,868.50,2.000,-16.253,0.6886,3.7432,34.5001,0.0000,0.0000,0.0000,0.0000,39.8357,3.8853,21.6075,0.0000,0.0000,0.1713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.175,-6.581,1.396,0.184,0.734,0.047694,0.482812,0.000000,0.000000,0.005321,0.464174
465,868.00,2.000,-16.261,0.6816,3.7441,34.4905,0.0000,0.0000,0.0000,0.0000,39.8560,3.9172,21.5652,0.0000,0.0000,0.1711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.086,-6.510,1.382,0.182,0.726,0.048098,0.483193,0.000000,0.000000,0.005316,0.463393
466,867.50,2.000,-16.270,0.6747,3.7450,34.4809,0.0000,0.0000,0.0000,0.0000,39.8760,3.9491,21.5231,0.0000,0.0000,0.1709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.000,-6.441,1.367,0.180,0.718,0.048504,0.483570,0.000000,0.000000,0.005310,0.462615
467,867.00,2.000,-16.278,0.6679,3.7459,34.4713,0.0000,0.0000,0.0000,0.0000,39.8957,3.9812,21.4811,0.0000,0.0000,0.1707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.915,-6.373,1.353,0.178,0.711,0.048912,0.483944,0.000000,0.000000,0.005305,0.461840
468,866.50,2.000,-16.286,0.6612,3.7468,34.4617,0.0000,0.0000,0.0000,0.0000,39.9151,4.0134,21.4393,0.0000,0.0000,0.1705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.832,-6.306,1.339,0.176,0.704,0.049320,0.484313,0.000000,0.000000,0.005300,0.461066
469,866.00,2.000,-16.295,0.6547,3.7476,34.4522,0.0000,0.0000,0.0000,0.0000,39.9342,4.0456,21.3977,0.0000,0.0000,0.1703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.751,-6.241,1.325,0.175,0.697,0.049731,0.484679,0.000000,0.000000,0.005295,0.460296
470,865.50,2.000,-16.303,0.6483,3.7485,34.4428,0.0000,0.0000,0.0000,0.0000,39.9531,4.0780,21.3562,0.0000,0.0000,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.671,-6.177,1.312,0.173,0.690,0.050142,0.485041,0.000000,0.000000,0.005289,0.459528
471,865.00,2.000,-16.311,0.6420,3.7494,34.4333,0.0000,0.0000,0.0000,0.0000,39.9716,4.1104,21.3148,0.0000,0.0000,0.1698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.592,-6.114,1.299,0.171,0.683,0.050555,0.485399,0.000000,0.000000,0.005284,0.458762
472,864.50,2.000,-16.319,0.6359,3.7502,34.4239,0.0000,0.0000,0.0000,0.0000,39.9899,4.1430,21.2736,0.0000,0.0000,0.1696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.516,-6.053,1.286,0.170,0.676,0.050970,0.485753,0.000000,0.000000,0.005279,0.457998
473,864.00,2.000,-16.327,0.6298,3.7511,34.4145,0.0000,0.0000,0.0000,0.0000,40.0079,4.1757,21.2326,0.0000,0.0000,0.1694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.440,-5.992,1.273,0.168,0.669,0.051385,0.486104,0.000000,0.000000,0.005273,0.457237
